plot,Lat,Long,area,subsamples,area_m2,Last_fire_y_ago,collection_date,biome,nativeness,warning,delta15N,N_conc_g_kg,P_conc_mg_kg,abund,richness,mold_Eurotiales_Abundance,mold_Mortierellales_Abundance,mold_Mucorales_Abundance,mold_Trichoderma_Abundance,mold_Umbelopsidales_Abundance,
10MR,58.01,26.77,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,,-0.446175102,2.349947581,30.66579235,1718,380,1.688009313,16.93830035,0.174621653,3.317811409,10.82654249,
11MR,57.91,26.32,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,,1.958914608,8.607632877,62.25348279,2908,669,3.610729023,24.62173315,0.137551582,6.946354883,6.499312242,
12MR,58.24,26.49,Estonia ,40,2500,100,25/04/2013,forest: temperate coniferous forest biome,,,0.787812682,2.860775081,9.591139565,1842,514,1.357220413,13.84364821,0,1.411509229,0.597176982,
13MR,58.24,26.49,Estonia ,40,2500,100,19/06/2013,forest: temperate coniferous forest biome,,,1.911578324,3.896421684,20.44708227,1010,370,0.594059406,23.86138614,0.198019802,1.287128713,3.168316832,
14MR,59.22,25.18,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,,0.150616451,3.435929682,11.42307692,2440,518,31.80327869,5.819672131,0.163934426,0.409836066,0.778688525,
15MR,59.08,27.17,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,2.8651746,0.565597278,7.043775701,2630,399,2.927756654,5.741444867,0.038022814,2.281368821,45.39923954,
16MR,57.83,26.4,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,,-0.725008735,3.441709103,38.41298063,2006,476,21.88434696,3.090727817,0.099700897,3.589232303,25.42372881,
17MR,59.02,26.9,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,1.832510349,0.906192966,9.888364752,2077,284,20.51035147,9.099662975,0.09629273,0.529610014,38.51709196,
18MR,59.14,27.44,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,2.148329174,0.43642392,4.861412888,4171,578,5.801965955,4.531287461,0,1.078877967,39.10333253,
19MR,58.27,27.29,Estonia ,40,2500,100,28/05/2013,forest: temperate coniferous forest biome,,,0.376897162,10.46354435,65.36928358,2204,452,3.221415608,4.809437387,0.408348457,2.404718693,16.15245009,
1MR,58.16,27.13,Estonia ,40,2500,100,19/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,-0.208587798,1.258939083,37.81437946,3740,514,0.50802139,18.28877005,1.417112299,0.802139037,36.20320856,
20MR,57.58,26.45,Estonia ,40,2500,100,30/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,1.776478516,0.917764394,41.11921569,3315,392,1.960784314,0.392156863,0,0.512820513,39.42684766,
21MR,57.68,26.87,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,1.113215754,0.899669909,9.069434133,2523,410,9.076496235,9.512485137,0.435988902,5.231866825,42.2909235,
22MR,57.91,27.32,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,-0.047058362,0.377469033,44.47789203,2787,356,0,2.691065662,0.035880875,0.035880875,40.15069968,
23MR,59.46,25.76,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,,-0.636715308,0.610686119,2.054564926,2927,465,3.074820635,6.388793987,0.136658695,3.48479672,33.65220362,
24MR,58.07,26.68,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,,0.08240216,3.343420791,29.62270023,2660,466,0,16.65413534,0.45112782,0.827067669,10.71428571,
25MR,58.17,27.04,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,,1.820982213,1.438811858,29.98396621,4559,527,1.908313227,9.059004168,0.767712218,19.01732836,15.0690941,
26MR,58.25,26.57,Estonia ,40,2500,100,19/06/2013,forest: temperate coniferous forest biome,,,-0.130630416,2.358547915,29.83832021,3362,704,2.676977989,33.28375967,0.713860797,2.46876859,2.736466389,
27MR,58.19,26.94,Estonia ,40,2500,100,04/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,0.737785351,0.779380648,42.4109589,4396,463,1.478616924,7.37033667,0.045495905,5.323020928,48.45313922,
28MR,57.55,26.54,Estonia ,40,2500,100,30/06/2013,forest: temperate coniferous forest biome,,,2.107043742,3.105192074,22.90455388,3089,527,6.247976691,7.607640013,0.064745872,1.003561023,19.45613467,
29MR,58.13,27.03,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,,0.804673781,1.617557508,37.71245614,1945,367,0.257069409,9.562982005,0.771208226,1.491002571,33.72750643,
2MR,58.15,27.05,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,-0.02293737,0.524315356,31.46333189,3614,429,1.134477034,1.77089098,0.166021029,0.470392916,55.11898174,
30MK,58.3,26.67,Estonia ,40,2500,100,03/05/2013,forest: temperate coniferous forest biome,,,3.267020123,3.405370571,18.20116917,2533,681,2.605606001,15.67311488,0.276352152,1.026450849,0.118436636,
31MK,57.83,26.89,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,1.2991638,3.339569404,2.981092637,2808,322,3.703703704,3.133903134,0,1.958689459,39.42307692,
32MR,59.24,25.3,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,,1.473008493,5.783588272,24.26668736,1269,426,0.472813239,21.67060678,0.078802206,0.394011032,0.236406619,
33MR,58.25,26.93,Estonia ,40,2500,100,04/06/2013,forest: temperate coniferous forest biome,,,-0.709620358,1.138947267,15.12229706,2391,476,2.09117524,13.55081556,0.125470514,2.300292765,28.94186533,
34MR,59.07,26.35,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,,1.846897424,1.674412091,36.18991394,2517,375,4.886769964,11.60111244,0.675407231,3.138657132,0.198649186,
35MR,58.66,26.95,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,,1.81239373,0.863321889,12.25834281,4201,686,24.70840276,1.356819805,0.19043085,1.761485361,21.82813616,
36MR,58.25,26.96,Estonia ,40,2500,100,19/06/2013,forest: temperate coniferous forest biome,,,0.455695843,0.245988594,1.792851986,3962,529,2.044422009,11.93841494,0.782433115,1.968702675,19.30843009,
37MR,57.59,27.15,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,,2.208952645,2.700085658,15.21962333,255,92,1.568627451,1.960784314,0,0,31.37254902,
38MR,57.97,27.42,Estonia ,40,2500,100,05/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,0.934180953,0.604090607,24.71838633,2214,373,0,3.206865402,0.090334237,0.496838302,49.05149051,
39MR,58.25,26.94,Estonia ,40,2500,100,04/06/2013,forest: temperate coniferous forest biome,,,1.493526282,0.962604058,8.069637489,3678,455,2.827623709,6.661228929,0.244698206,1.876019576,34.01305057,
3MR,59.23,24.89,Estonia ,40,2500,100,07/06/2013,forest: temperate coniferous forest biome,,,1.82354771,5.104479768,10.0079573,1559,454,5.772931366,8.402822322,0.064143682,1.02629891,0.449005773,
40MR,58.15,27.05,Estonia ,40,2500,100,25/04/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,-0.021111798,0.950796375,24.17325066,2377,298,7.740849811,1.472444257,0.084139672,0.799326883,43.7946992,
41MR,58.27,27.33,Estonia ,40,2500,100,14/05/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,1.94830018,0.329223074,25.68636103,2038,377,1.472031403,2.257114818,0.294406281,0.981354269,50.34347399,
42MR,58.27,27.29,Estonia ,40,2500,100,29/05/2013,forest: temperate coniferous forest biome,,,1.867892537,2.231049125,11.6436803,3634,538,2.806824436,18.38194827,0.220143093,2.999449642,11.33736929,
43MR,58.22,26.84,Estonia ,40,2500,100,03/05/2013,forest: temperate coniferous forest biome,,,1.148217055,1.907952789,47.37784615,4373,742,0.251543563,15.64143609,0.091470386,4.047564601,20.48936657,
44MR,58.12,26.63,Estonia ,40,2500,100,03/05/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,-0.149479996,2.206203719,46.16558071,2609,475,0.076657723,3.564584132,0,0.651590648,49.36757378,
45MR,58.26,26.93,Estonia ,40,2500,100,26/11/2012,forest: temperate coniferous forest biome,,molds_above_5SD_median,-0.221508978,1.562310885,24.43627611,2180,357,2.339449541,6.926605505,0.688073394,0.688073394,60.09174312,
46MR,58.25,26.82,Estonia ,40,2500,100,26/11/2012,forest: temperate coniferous forest biome,,,-0.746508256,0.4584039,19.47713371,2221,511,0.090049527,22.37730752,0.135074291,1.800990545,14.99324629,
47MR,57.92,27.19,Estonia ,40,2500,100,25/04/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,1.297728559,2.293428286,30.09485463,2131,294,8.634443923,1.73627405,0.703894885,1.595495073,41.34209291,
48MR,58.16,27.05,Estonia ,40,2500,100,25/04/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,-5.277568629,0.068297946,11.46566561,2931,366,0.170590242,2.456499488,0.068236097,0,58.99010577,
49MR,58.14,26.64,Estonia ,40,2500,100,03/05/2013,forest: temperate coniferous forest biome,,,-0.905955996,1.373464489,50.8597886,870,311,0,6.551724138,0.574712644,1.149425287,12.29885057,
4MR,58.15,27.13,Estonia ,40,2500,100,19/06/2013,forest: temperate coniferous forest biome,,,-0.905955996,1.373464489,1.425513374,3823,477,4.420612085,11.90164792,0.209259744,2.275699712,34.58017264,
50MR,57.92,27.18,Estonia ,40,2500,100,24/04/2013,forest: temperate coniferous forest biome,,,-0.00309912,2.690058853,10.31474151,2745,412,1.639344262,5.355191257,0,1.967213115,36.79417122,
5MR,57.99,26.67,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,,0.733637269,7.069153187,59.10401267,2037,463,1.669121257,22.43495336,0.098183603,1.129111438,6.872852234,
6MR,58.09,26.79,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,,0.299555896,1.892061487,27.30535557,2695,506,2.93135436,8.608534323,0.148423006,3.265306122,22.30055659,
7MR,57.83,26.4,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,0.417610983,3.02427565,34.63213483,3021,482,3.773584906,6.984442238,0.132406488,1.423369745,48.62628269,
8MK,57.95,26.64,Estonia ,40,2500,100,11/06/2013,forest: temperate coniferous forest biome,,,1.926837376,3.052607275,37.79855808,3041,450,0,18.71095035,0.098651759,0.526142716,27.458073,
9MR,57.59,26.69,Estonia ,40,2500,100,30/06/2013,forest: temperate coniferous forest biome,,,0.79458144,2.560295112,10.03324731,2180,554,1.972477064,15.73394495,1.972477064,0.871559633,21.46788991,
A1,58.3,26.65,Estonia,40,2500,100,27/10/2016,forest: temperate coniferous forest biome,,,0.489042012,2.761266413,7.371639566,1420,174,0,2.323943662,0.422535211,0,1.338028169,
A10,58.41,26.65,Estonia,40,2500,100,18/04/2017,forest: temperate coniferous forest biome,,,0.012207248,2.002427695,4.46199688,3598,566,0,14.61923291,0.111172874,0.528071151,3.891050584,
A11,58.54,27.18,Estonia,40,2500,100,20/04/2017,forest: temperate coniferous forest biome,,,3.950002005,1.579965783,9.30272997,3234,592,0.123685838,10.29684601,1.23685838,0.340136054,1.113172542,
A12,58.57,26.98,Estonia,40,2500,100,20/04/2017,forest: temperate coniferous forest biome,,,1.40959852,1.577629117,18.45407035,2644,580,0.037821483,12.29198185,0.226928896,0.491679274,2.420574887,
A13,58.79,26.7,Estonia,40,2500,100,27/04/2017,forest: temperate coniferous forest biome,,,1.850183551,1.620373374,4.304454726,2941,476,0.03400204,6.630397824,0.13600816,0.170010201,0.816048963,
A14,58.68,25.94,Estonia,40,2500,100,26/04/2017,forest: temperate coniferous forest biome,,,2.49708067,2.583982494,14.02533546,2951,575,0,18.70552355,2.033209082,0.101660454,2.74483226,
A15,58.2,26.21,Estonia,40,2500,100,30/05/2017,forest: temperate coniferous forest biome,,,0.61993927,0.926484269,8.856990937,2859,478,0.034977265,6.400839454,0,0.104931794,0.454704442,
A16,57.93,26.92,Estonia,40,2500,100,02/06/2017,forest: temperate coniferous forest biome,,,-0.039450446,0.692945659,14.46084507,5327,617,0.488079595,6.62661911,0.09386146,0.168950629,8.59770978,
A17,58.26,26.44,Estonia,40,2500,100,30/05/2017,forest: temperate coniferous forest biome,,,-0.29547342,0.961504536,14.22822418,2736,598,0.036549708,10.0877193,0.694444444,0.109649123,0.950292398,
A18,58.25,26.44,Estonia,40,2500,100,30/05/2017,forest: temperate coniferous forest biome,,,0.56801082,1.502568935,10.29028986,2746,588,0.400582666,9.650400583,0.218499636,0.291332848,4.69774217,
A19,57.94,27.06,Estonia,40,2500,100,02/06/2017,forest: temperate coniferous forest biome,,,0.585184596,1.582439362,37.17272727,2745,600,0.072859745,8.670309654,0.692167577,0.218579235,8.233151184,
A2,58.46,26.82,Estonia,40,2500,100,17/11/2016,forest: temperate coniferous forest biome,,,-0.49380724,0.934659758,26.27804971,3920,664,0.280612245,7.755102041,0.255102041,0.56122449,17.5255102,
A20,58.07,26.75,Estonia,40,2500,100,01/06/2017,forest: temperate coniferous forest biome,,,-0.891302089,0.96120506,8.756074125,2350,488,0,4.680851064,0.255319149,0,20.59574468,
A21,57.95,26.9,Estonia,40,2500,100,02/06/2017,forest: temperate coniferous forest biome,,,0.971807942,1.917498934,11.97159438,1034,265,0.096711799,2.804642166,0,0,1.837524178,
A22,57.92,27.03,Estonia,40,2500,100,02/06/2017,forest: temperate coniferous forest biome,,,0.581273942,2.278612212,10.1052439,2925,697,0.068376068,13.81196581,0.034188034,0.615384615,0.752136752,
A23,57.93,26.91,Estonia,40,2500,100,02/06/2017,forest: temperate coniferous forest biome,,,0.749017877,1.813129498,7.066608108,3871,616,0,8.473262723,0.12916559,0.258331181,10.56574529,
A24,57.97,26.06,Estonia,40,2500,100,08/06/2017,forest: temperate coniferous forest biome,,,1.250205068,1.973578951,2.879417071,4895,419,0,3.227783453,0.102145046,0,10.45965271,
A25,58.78,26.35,Estonia,40,2500,100,02/05/2017,forest: temperate coniferous forest biome,,,1.528408398,2.810778454,1.720453258,4461,732,0,6.792199059,0,0.022416499,3.160726295,
A26,58.28,26.38,Estonia,40,2500,100,30/05/2017,forest: temperate coniferous forest biome,,,-0.956561393,1.146021428,28.29364486,5079,637,0.059066745,4.764717464,0.137822406,0,0.413467218,
A27,58.27,26.39,Estonia,40,2500,100,30/05/2017,forest: temperate coniferous forest biome,,,-0.157663476,1.642223617,9.248955582,4293,499,0,1.770323783,0,0.046587468,0.34940601,
A28,58.78,26.36,Estonia,40,2500,100,02/05/2017,forest: temperate coniferous forest biome,,,1.611563718,2.105201791,2.8546786,9899,1110,0,18.43620568,0.282856854,0,0.929386807,
A29,58.74,26.66,Estonia,40,2500,100,27/01/2017,forest: temperate coniferous forest biome,,,1.68407056,4.664426558,12.95287805,1415,359,0.282685512,21.6254417,0.848056537,6.784452297,3.957597173,
A3,58.46,26.81,Estonia,40,2500,100,07/12/2016,forest: temperate coniferous forest biome,,,-0.842075693,2.944605634,9.590726183,3280,753,2.62195122,6.829268293,0.365853659,0.274390244,0.975609756,
A30,58.75,26.51,Estonia ,40,2500,100,11/05/2018,forest: temperate coniferous forest biome,,,1.555497667,1.811098567,4.939672131,4187,701,0.023883449,21.92500597,1.265822785,0.023883449,12.27609267,
A31,58.17,26.14,Estonia,40,2500,100,30/05/2017,forest: temperate coniferous forest biome,,,0.39979629,0.372238018,25.65356815,3473,547,0,9.645839332,0.489490354,0,3.973509934,
A32,58.25,27.29,Estonia,40,2500,100,28/06/2017,forest: temperate coniferous forest biome,,,2.180863213,2.543448613,4.501149425,4738,725,0.042211904,21.02152807,0.063317856,0,3.799071338,
A4,58.55,26.87,Estonia,40,2500,100,17/11/2016,forest: temperate coniferous forest biome,,,1.378806699,1.984861312,4.107835821,2661,476,0,8.868846298,0,0,5.035700864,
A5,58.52,26.96,Estonia,40,2500,100,01/12/2016,forest: temperate coniferous forest biome,,,0.584925286,2.045028102,10.61564033,11865,977,0.00842815,8.234302571,0.02528445,0,9.675516224,
A6,58.75,26.66,Estonia,40,2500,100,27/04/2017,forest: temperate coniferous forest biome,,,1.076310574,2.39241417,7.300772881,2931,444,0,11.29307404,0.170590242,0,6.209484817,
A7,58.42,27.01,Estonia,40,2500,100,18/04/2017,forest: temperate coniferous forest biome,,,2.534907556,1.847083934,4.017779149,3357,569,0,7.566279416,0.029788502,0,0.863866548,
A8,58.34,26.89,Estonia ,40,2500,100,18/04/2017,forest: temperate coniferous forest biome,,,0.86709647,1.159319182,66.61410891,2879,503,0,8.75303925,0.034734283,0,0.729419937,
A9,58.56,26.84,Estonia,40,2500,100,28/04/2017,forest: temperate coniferous forest biome,,,0.421142195,1.804731549,2.421702128,3678,513,0,7.313757477,0,0.02718869,9.434475258,
AV101,-0.62,-72.4,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,1.668500511,7.402821348,12.00857756,5515,1313,0.725294651,2.520398912,0.072529465,7.126019946,0.163191296,
AV102,-0.62,-72.4,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,2.068819765,15.00397663,46.61715332,3915,1203,1.174968072,5.670498084,0.178799489,14.09961686,0,
AV103,-0.63,-72.09,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,3.386746745,15.84105379,16.394453,4691,1609,1.620123641,3.560008527,0.213174163,6.821573225,0.426348327,
AV104,-0.56,-72.11,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,-0.452085563,7.061360046,53.10220907,5230,1084,0.382409178,0.707456979,0.057361377,3.001912046,0.095602294,
AV105,-4,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,3.006785197,17.61327676,65.55253812,5715,1563,1.627296588,0.94488189,0.122484689,3.867016623,0.612423447,
AV106,-4,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,2.896050704,19.55981222,84.96202532,6365,1605,2.890809112,1.586802828,0.392772977,6.802827965,2.183817753,
AV107,-3.99,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,1.697052943,21.68039634,86.88591149,5511,1423,2.485937216,1.288332426,0.25403738,9.090909091,0.925421884,
AV108,-0.64,-72.4,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,0.137680442,14.68037535,38.7413159,7433,1732,1.210816629,2.394726221,0.053814072,1.210816629,0.174895735,
AV109,-0.63,-72.4,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,2.080437302,9.855672276,23.36706532,6023,1066,5.429188112,0.996181305,0.149427196,2.324423045,0.232442304,
AV110,-0.63,-72.39,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,2.136316857,6.775916088,13.62992922,7852,1623,3.285787061,1.43912379,0.114620479,3.196637799,0.534895568,
AV111,-0.64,-72.08,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,3.106022628,19.68773494,64.2037958,3546,625,3.553299492,0.817822899,0.253807107,3.778905809,0.479413424,
AV112,-0.64,-72.07,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,2.234944912,19.92858746,54.98832843,9319,1621,8.756304324,2.113960725,0.654576671,7.511535572,1.212576457,
AV113,-0.64,-72.07,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,1.979424743,11.54190031,52.81797025,7213,1345,9.136281714,7.680576736,0.748648274,6.599195896,0.804103702,
AV114,-0.93,-71.61,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,3.925991574,12.35604238,22.90650407,10466,1344,12.2587426,0.984139117,0.143321231,26.54309192,2.608446398,
AV115,-4.01,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,molds_above_5SD_median,-0.260381817,16.26567139,91.71832131,12281,763,7.458676004,3.998045762,0.016285319,1.88095432,44.65434411,
AV116,-4.01,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,1.096349865,6.513765982,46.96569921,9370,953,42.20917823,0.010672359,0.010672359,11.25933831,0.042689434,
AV117,-4.01,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,molds_above_5SD_median,0.436649701,6.471938632,31.2335958,8891,688,31.7961984,0.528624452,0,1.585873355,48.50972894,
AV118,-4.01,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,molds_above_5SD_median,-0.457637786,13.38485809,124.7355574,7296,451,15.30975877,1.384320175,0,2.384868421,67.28344298,
AV119,-4,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,-0.14469265,14.36541161,53.94376205,7408,1122,5.264578834,2.578293737,0.674946004,12.99946004,12.81047516,
AV120,-4,-69.89,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,4.614959533,9.251236736,21.67889161,11198,1052,6.268976603,9.269512413,0,4.759778532,0.125022325,
AV121,-4,-69.9,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,molds_above_5SD_median,3.150859543,16.92791037,45.01057295,16240,3036,83.8546798,0.092364532,0,1.884236453,0.006157635,
AV122,-4.05,-69.99,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,molds_above_5SD_median,3.890489753,5.215067192,21.57321665,9525,1867,82.26771654,0,0,3.68503937,0.020997375,
AV123,4.87,-75.25,Colombia ,40,2500,100,2012-04,shrubland: montane shrubland biome,,,2.300246592,11.14317346,29.21898928,4780,567,1.631799163,10.31380753,0.041841004,0.439330544,0.083682008,
AV124,4.87,-75.17,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,0.292235972,18.54093954,50.39034776,8929,1171,9.407548438,21.11098667,0.134393549,5.342143577,0.571172584,
AV125,4.87,-75.13,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,-0.866488646,12.64931071,12.51914633,4794,804,2.273675428,34.64747601,0.208594076,2.065081352,4.130162703,
AV126,6.75,-75.49,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,molds_above_5SD_median,-1.011886585,19.28736437,42.71034693,5385,989,2.042711235,46.57381616,0.649953575,7.13091922,0.25998143,
AV127,6.71,-75.47,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,,-2.326478184,17.19807861,27.28299949,5812,1206,1.96145905,30.50584997,0.567790778,7.966276669,0.75705437,
AV128,6.7,-75.47,Colombia ,40,2500,100,2012-04,forest: tropical broadleaf forest biome,,molds_above_5SD_median,-6.524020042,21.07926205,61.28316246,7319,970,2.172427927,47.45183768,4.139909824,4.700095641,0.368902856,
AV201,-0.64,-72.07,Colombia ,40,2500,100,01/08/2019,forest: tropical broadleaf forest biome,,,4.266538648,2.598520816,10.46417305,6675,731,15.91011236,4.988764045,0.209737828,16.41947566,0.823970037,
AV203,-0.56,-72.11,Colombia ,40,2500,100,15/08/2019,forest: tropical broadleaf forest biome,,,1.085153316,21.27771354,93.43713147,2213,367,33.57433348,2.349751469,0,28.10664257,0.271125169,
AV204,-0.63,-72.09,Colombia ,40,2500,100,01/08/2019,forest: tropical broadleaf forest biome,,molds_above_5SD_median,3.57604328,8.973768856,16.41757576,4600,426,3.217391304,48.69565217,0,14.60869565,0.543478261,
AV205,-0.64,-72.07,Colombia ,40,2500,100,01/08/2019,forest: tropical broadleaf forest biome,,,4.303198556,2.892988437,4.497654321,4469,532,5.325576192,5.213694339,0.134258223,18.43812934,2.483777131,
AV206,-0.62,-72.4,Colombia ,40,2500,100,10/08/2019,forest: tropical broadleaf forest biome,,,3.397378478,5.990959094,23.98690152,4327,550,3.096833834,7.742084585,0.0231107,24.93644557,0.485324705,
AV207,-0.62,-72.4,Colombia ,40,2500,100,10/08/2019,forest: tropical broadleaf forest biome,,,3.987950928,3.337518432,8.439650118,5809,543,3.821656051,7.195730763,0.017214667,10.81081081,0.671372009,
AV208,-0.6,-72.41,Colombia ,40,2500,100,16/08/2019,forest: tropical broadleaf forest biome,,,-0.098270793,7.428239485,38.76306154,4580,682,0.043668122,1.266375546,0.065502183,0.283842795,0.436681223,
AV209,5.77,-73.43,Colombia ,40,2500,100,11/08/2019,forest: tropical broadleaf forest biome,,,0.159390273,20.86878826,125.2775739,4140,693,7.270531401,19.29951691,0.845410628,10.79710145,10.24154589,
AV210,4.88,-75.17,Colombia ,40,2500,100,08/07/2019,forest: tropical broadleaf forest biome,,molds_above_5SD_median,-0.082060347,13.15607917,24.76115479,485,186,0.412371134,48.86597938,0.618556701,2.680412371,0.206185567,
AV211,4.88,-75.17,Colombia ,40,2500,100,09/06/2019,forest: tropical broadleaf forest biome,,,1.422163736,10.44598349,25.66810646,3533,825,2.57571469,34.07868667,0.509482027,2.122841778,0.424568356,
AV212,4.92,-75.27,Colombia ,40,2500,100,09/06/2019,forest: tropical broadleaf forest biome,,,2.061905045,3.617159961,2.398931298,3016,749,0.298408488,37.5331565,0.198938992,0.596816976,0.033156499,
AV213,6.15,-75.44,Colombia ,40,2500,100,03/08/2019,forest: tropical broadleaf forest biome,non-native,,0.331198287,16.15744547,38.92655614,5344,593,8.645209581,7.166916168,0.056137725,2.526197605,2.208083832,
AV214,6.26,-75.5,Colombia ,40,2500,100,03/08/2019,forest: tropical broadleaf forest biome,,,-1.147325481,17.26604646,92.90457391,2663,507,7.397671799,33.57116035,2.853924146,6.308674427,4.806609087,
AV215,4.88,-75.19,Colombia ,40,2500,100,08/07/2019,forest: tropical broadleaf forest biome,,molds_above_5SD_median,3.236647141,5.794380613,3.788095685,4030,668,0.049627792,49.03225806,0.397022333,0.17369727,0.099255583,
AV216,4.88,-75.18,Colombia ,40,2500,100,08/07/2019,forest: tropical broadleaf forest biome,non-native,,2.626985851,12.26643957,80.39173014,5702,625,0.035075412,13.10066643,0.157839355,1.017186952,0.08768853,
AV217,5.72,-73.43,Colombia ,40,2500,100,26/05/2019,forest: tropical broadleaf forest biome,,,0.712384907,16.96336313,89.74693878,5535,554,0.325203252,4.173441734,0.379403794,1.951219512,8.256549232,
AV218,5.72,-73.47,Colombia ,40,2500,100,26/05/2019,forest: tropical broadleaf forest biome,non-native,,0.051796412,15.98355373,49.65643049,4582,555,0.021824531,5.892623309,0.305543431,0.458315146,2.466171977,
AV219,-4,-69.9,Colombia ,40,2500,100,26/08/2019,forest: tropical broadleaf forest biome,,,4.804854592,3.786798951,3.52624651,3089,392,3.981871156,0.582712852,2.525089026,13.37002266,8.967303334,
AV220,-4.01,-69.9,Colombia ,40,2500,100,27/08/2019,forest: tropical broadleaf forest biome,,,1.592321235,2.869699082,13.90906752,3797,378,3.1340532,0.026336582,1.027126679,10.5346326,3.160389781,
AV222,-4,-69.9,Colombia ,40,2500,100,28/08/2019,forest: tropical broadleaf forest biome,,,5.583579203,2.698364544,9.049706667,3918,609,2.858601327,0.535987749,0.025523226,7.912200102,2.909647779,
AV223,-4.05,-69.99,Colombia ,40,2500,100,29/08/2019,forest: tropical broadleaf forest biome,,,5.330093617,2.086990812,8.109633547,6263,374,1.596678908,2.027782213,0,16.76512853,8.877534728,
AV224,-4,-69.89,Colombia ,40,2500,100,27/08/2019,forest: tropical broadleaf forest biome,,,4.283882378,5.963286409,18.13712717,7536,499,2.826433121,35.15127389,0.225583864,5.467091295,2.680467091,
AV225,-3.99,-69.9,Colombia ,40,2500,100,28/08/2019,forest: tropical broadleaf forest biome,,,0.579942083,5.332888046,4.553871435,6729,1388,0.906524001,1.515827017,0.089166295,0.92138505,0,
