plot,Lat,Long,area,subsamples,area_m2,Last_fire_y_ago,collection_date,biome,nativeness,warning,delta15N,N_conc_g_kg,P_conc_mg_kg,abund,richness,mold_Eurotiales_Abundance,mold_Mortierellales_Abundance,mold_Mucorales_Abundance,mold_Trichoderma_Abundance,mold_Umbelopsidales_Abundance,
IH_ME19,43,42.62,Georgia ,40,2500,100,12/06/2015,forest: temperate broadleaf forest biome,,,-0.192530923,12.19051279,111.8836993,6673,1118,0.55447325,3.941255807,0.089914581,0.55447325,6.533792897,
IH_ME20,42.99,42.62,Georgia ,40,2500,100,12/06/2015,forest: temperate broadleaf forest biome,,,-1.769034204,15.44874958,150.5806373,5779,1077,0.640249178,3.235853954,0.46720886,0.259560478,3.426198304,
IH_ME21,42.98,42.62,Georgia ,40,2500,100,12/06/2015,forest: temperate coniferous forest biome,,,-1.611922333,10.2195245,116.2221253,6785,1159,0.766396463,3.47826087,0.103168755,0.058953574,1.04642594,
IH_ME22,42.97,42.62,Georgia ,40,2500,100,12/06/2015,forest: temperate broadleaf forest biome,,,-1.998510689,16.22631731,80.74320119,5827,1057,0.085807448,12.11601167,0.171614896,0.411875751,1.733310451,
IH_ME23,43.01,42.84,Georgia ,40,2500,100,13/06/2015,forest: temperate coniferous forest biome,,,-0.846627179,7.366924275,24.36374384,6222,1110,3.053680489,2.989392478,0.337512054,0.080360013,6.171648987,
IH_ME24,43,42.85,Georgia ,40,2500,100,13/06/2015,forest: temperate coniferous forest biome,,,-0.712790443,10.49992678,43.62613648,5372,1183,0.297840655,3.685778109,0.074460164,0.18615041,0.111690246,
IH_ME25,42.99,42.88,Georgia ,40,2500,100,13/06/2015,forest: temperate broadleaf forest biome,,,-1.604152317,11.32071778,98.66060733,6750,965,0.02962963,12.75555556,0.162962963,0.02962963,6.059259259,
IH_ME26,43,42.54,Georgia ,40,2500,100,15/06/2015,forest: temperate broadleaf forest biome,,,-0.056309349,7.809138391,64.48717949,5597,1314,0.929069144,5.878149008,0.071466857,0.464534572,4.127211006,
IH_ME27,42.98,42.54,Georgia ,40,2500,100,15/06/2015,forest: temperate coniferous forest biome,,,-0.801313621,13.27141187,89.78475693,4688,888,0.661262799,12.9052901,0.21331058,0.618600683,2.239761092,
IH_ME28,42.97,42.53,Georgia ,40,2500,100,15/06/2015,grassland: montane grassland biome,,,1.740461512,8.635270389,7.891264132,6359,1518,0.377417833,12.15599937,0.125805944,0.990721812,0.20443466,
IH_ME29,42.98,42.54,Georgia ,40,2500,100,15/06/2015,forest: temperate broadleaf forest biome,,,-0.152731099,17.45882896,48.40632632,6587,1284,0.091088508,8.380142705,0.07590709,0.759070897,0.333991195,
IH_ME30,43.05,42.72,Georgia ,40,2500,100,16/06/2015,forest: temperate broadleaf forest biome,,,0.937344253,4.819784589,15.09800604,6358,1109,1.966027053,1.462724127,0.44039006,0.235923246,4.199433784,
IH_ME31,43.06,42.72,Georgia ,40,2500,100,16/06/2015,forest: temperate broadleaf forest biome,,,1.662805503,9.066051509,16.88470588,5144,915,0.991446345,1.399688958,0.272161742,0.17496112,0.797045101,
IH_ME32,43.06,42.91,Georgia ,40,2500,100,17/06/2015,forest: temperate broadleaf forest biome,,,-1.342078235,9.210741897,43.02548202,5302,1364,2.150132026,4.602036967,0.320633723,0.471520181,1.622029423,
IH_ME33,43.05,42.89,Georgia ,40,2500,100,17/06/2015,forest: temperate coniferous forest biome,,,-2.711874926,8.545185054,41.81651139,5609,977,0.338741309,3.993581744,0.231770369,0.231770369,2.995186308,
IH_ME34,43.08,42.72,Georgia ,40,2500,100,20/08/2015,grassland: montane grassland biome,,,3.579137623,8.404506551,19.36929563,5286,685,0.491865305,8.361710178,0.302686341,1.229663261,0.964812713,
IH_ME35,43.1,42.69,Georgia ,40,2500,100,21/08/2015,grassland: montane grassland biome,,,0.949192595,3.002398452,14.90836969,1990,360,0.100502513,11.85929648,0,0,0.050251256,
IH_ME36,43.09,42.7,Georgia ,40,2500,100,22/08/2015,grassland: montane grassland biome,,,1.868595318,10.31642662,34.99133981,6755,1095,0.547742413,10.11102887,0.103626943,0.177646188,0.710584752,
IH_ME37,43.09,42.7,Georgia ,40,2500,100,22/08/2015,grassland: montane grassland biome,,,1.305841389,2.054626366,14.21655667,1762,404,11.91827469,5.675368899,0.283768445,0,1.475595914,
IH_ME38,43.09,42.7,Georgia ,40,2500,100,22/08/2015,grassland: montane grassland biome,,,1.937038505,8.031844341,12.1449762,5840,972,0.256849315,9.897260274,0.29109589,0.22260274,0.445205479,
IH_ME39,43.09,42.67,Georgia ,40,2500,100,23/08/2015,grassland: montane grassland biome,,,-0.161183354,1.830849972,13.63976296,3527,557,0.283527077,4.054437199,0.113410831,0.028352708,0.028352708,
IH_ME40,43.09,42.67,Georgia ,40,2500,100,23/08/2015,grassland: montane grassland biome,,,0.109521807,8.829588279,25.24239316,5223,971,0.114876508,8.251962474,0.268045185,0,0.114876508,
IH_ME41,43.07,42.79,Georgia ,40,2500,100,28/08/2015,grassland: montane grassland biome,,,3.111027642,9.716667138,8.724650678,7851,1333,0.331168004,3.375366195,0.458540313,0.127372309,0.471277544,
IH_ME42,43.08,42.8,Georgia ,40,2500,100,29/08/2015,grassland: montane grassland biome,,,2.36726627,8.66789571,8.980447284,5042,604,0.634668782,19.89289964,0.158667196,0.35700119,0.396667989,
IH_ME43,43.08,42.81,Georgia ,40,2500,100,29/08/2015,grassland: montane grassland biome,,,2.532899878,7.719041242,7.288243376,4058,867,1.256776737,11.63134549,0.147856087,0.44356826,0.147856087,
IH_ME44,43.08,42.82,Georgia ,40,2500,100,30/08/2015,grassland: montane grassland biome,,,2.192435706,1.242925977,43.65784124,4595,475,0.065288357,2.328618063,0.043525571,0,0.043525571,
IH_ME45,43.09,42.81,Georgia ,40,2500,100,30/08/2015,grassland: montane grassland biome,,,1.371489679,2.047037061,23.1178556,2849,592,0.175500176,7.897507898,0.245700246,0,0.596700597,
IH_ME46,43.09,42.8,Georgia ,40,2500,100,30/08/2015,grassland: montane grassland biome,,,1.617046353,6.85316651,7.594782214,4993,870,0.120168236,5.10715001,0.080112157,0,0.040056079,
IH_ME47,43.08,42.78,Georgia ,40,2500,100,31/08/2015,grassland: montane grassland biome,,,2.349537388,8.39557825,19.22537931,6370,1123,0.408163265,4.31711146,0.141287284,0.675039246,0.141287284,
IH_ME48,42.95,43.1,Georgia ,40,2500,100,01/09/2015,shrubland: montane shrubland biome,,,0.512746855,8.963448151,45.76132075,6766,564,0.458173219,8.926987881,0.103458469,0.059119125,0.576411469,
IH.A01,59.07,27.53,Estonia ,40,2500,100,27/07/2013,forest: temperate coniferous forest biome,,,-3.625356399,7.393666069,43.60172164,1844,183,0,1.572668113,0,0,0.10845987,
IH.A02,59.1,27.44,Estonia ,40,2500,100,29/07/2013,forest: temperate coniferous forest biome,,,-3.11243184,6.426571148,48.96207317,2402,245,0.083263947,2.539550375,0,0,0.041631973,
IH.A03,59.07,27.48,Estonia ,40,2500,100,30/07/2013,forest: temperate coniferous forest biome,,,-2.20741732,8.263688783,45.14426121,907,159,1.653803749,1.874310915,0.33076075,0.110253583,0,
IH.A12,59.08,27.49,Estonia ,40,2500,100,25/07/2013,forest: temperate coniferous forest biome,,,-0.634723014,12.88822203,44.73182186,1735,404,0.518731988,5.014409222,0.115273775,0.288184438,1.037463977,
IH.A14,59.06,27.51,Estonia ,40,2500,100,25/07/2013,forest: temperate coniferous forest biome,,,-2.129979753,9.896361333,43.99104326,1336,406,1.871257485,2.619760479,0.673652695,1.27245509,0.149700599,
IH.A20,59.1,27.42,Estonia ,40,2500,100,30/07/2013,forest: temperate coniferous forest biome,,,0.105817874,7.885851743,17.12136445,1446,412,1.452282158,6.984785615,0.484094053,0.553250346,1.383125864,
IH.A21,59.1,27.41,Estonia ,40,2500,100,30/07/2013,forest: temperate coniferous forest biome,,,1.142114487,2.227303581,6.357071499,1297,471,1.310717039,6.784888204,0.077101002,0.462606014,13.1842714,
IH.A31,59.1,27.44,Estonia ,40,2500,100,29/07/2013,forest: temperate coniferous forest biome,,,-0.714552958,0.793666848,0.221929825,939,287,2.129925453,3.514376997,0,0,14.69648562,
IH.A36,59.08,27.46,Estonia ,40,2500,100,28/07/2013,forest: temperate coniferous forest biome,,,-0.793133258,3.446052574,2.3,2480,476,0.483870968,4.314516129,0.322580645,0.322580645,11.37096774,
IH.A39,59.06,27.52,Estonia ,40,2500,100,27/07/2013,forest: temperate coniferous forest biome,,,-1.591474554,0.79413434,1.109649123,2862,441,0.838574423,4.99650594,0.244584207,0.384346611,5.939902166,
IH.A51,59.08,27.46,Estonia ,40,2500,100,28/07/2013,forest: temperate coniferous forest biome,,,-0.072669793,1.055188722,12.65,2553,471,0.274187231,4.622013318,0.195848022,0.705052879,6.541323933,
IH.A56,59.06,27.51,Estonia ,40,2500,100,27/07/2013,forest: temperate coniferous forest biome,,,-0.463505802,0.92985673,9.381578947,2517,428,1.152165276,4.211362733,0.238379023,0.238379023,5.721096544,
IH.A61,59.06,27.5,Estonia ,40,2500,100,24/07/2013,forest: temperate coniferous forest biome,,,1.891984341,2.817506835,10.89473684,1761,514,0.567859171,4.315729699,0,0.511073254,16.24077229,
IH.A72,59.06,27.51,Estonia ,40,2500,100,25/07/2013,forest: temperate coniferous forest biome,,,1.007044646,2.999924791,14.72807018,385,215,0.519480519,5.194805195,0,0,11.68831169,
IH.A78,59.08,27.48,Estonia ,40,2500,100,31/07/2013,forest: temperate coniferous forest biome,,,1.536618263,3.569226945,10.91491228,2258,467,0.708591674,3.232949513,0.265721878,0.221434898,0.531443756,
IH.A89,59.1,27.43,Estonia ,40,2500,100,29/07/2013,forest: temperate coniferous forest biome,,,-0.980500434,1.336188174,11.21754386,2044,432,0.53816047,5.675146771,0.097847358,0.342465753,3.62035225,
IH.A90,59.06,27.5,Estonia ,40,2500,100,24/07/2013,forest: temperate coniferous forest biome,,,2.450532462,4.146627913,9.220175439,1530,427,0.849673203,6.535947712,0,0.45751634,7.189542484,
IH.A93,59.07,27.44,Estonia ,40,2500,100,31/07/2013,forest: temperate coniferous forest biome,,,-0.63556723,1.002537732,0.201754386,1536,320,1.3671875,2.018229167,0.130208333,0.065104167,8.59375,
IH.K01,57.68,26.6,Estonia ,40,2500,100,04/07/2013,forest: temperate coniferous forest biome,,,-0.824996822,1.216034282,19.10921116,2765,436,1.012658228,3.074141049,0.036166365,0.325497288,9.258589512,
IH.K02,57.67,26.57,Estonia ,40,2500,100,05/07/2013,forest: temperate coniferous forest biome,,,-0.517530135,4.436558104,14.04191235,1570,282,11.21019108,2.420382166,0,0.700636943,14.45859873,
IH.K05,57.68,26.6,Estonia ,40,2500,100,04/07/2013,forest: temperate coniferous forest biome,,,0.486240037,2.425937765,7.244812749,2365,397,1.057082452,4.186046512,0,0.253699789,13.48837209,
IH.K07,57.67,26.6,Estonia ,40,2500,100,05/07/2013,forest: temperate coniferous forest biome,,,-0.063160982,0.973824367,25.33649402,1477,360,1.489505755,4.062288422,0.135409614,0.67704807,10.22342586,
IH.K10,57.68,26.55,Estonia ,40,2500,100,03/07/2013,forest: temperate coniferous forest biome,,,-4.616287884,13.23987829,10.72476494,1477,373,1.895734597,6.770480704,0,0.744752877,11.03588355,
IH.K13,57.66,26.45,Estonia ,40,2500,100,06/07/2013,forest: temperate coniferous forest biome,,,-0.902513359,12.00152005,50.50506486,1349,281,0,3.854707191,0.296515938,0,0.296515938,
IH.K16,57.67,26.47,Estonia ,40,2500,100,01/07/2013,forest: temperate coniferous forest biome,,,-0.464768785,2.384817303,27.96172112,2216,515,4.918772563,5.099277978,0.090252708,0.315884477,8.935018051,
IH.K17,57.65,26.41,Estonia ,40,2500,100,28/06/2013,forest: temperate coniferous forest biome,,,-1.071541056,1.454281018,2.055410359,1754,385,6.043329532,10.49030787,0,0.399087799,4.618015964,
IH.K19,57.64,26.41,Estonia ,40,2500,100,28/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,1.05429479,8.456698288,16.30082869,3074,306,73.94274561,0.390370852,0.130123617,0.650618087,5.400130124,
IH.K21,57.65,26.5,Estonia ,40,2500,100,02/07/2013,forest: temperate coniferous forest biome,,,0.281360336,1.337093516,13.34999203,2050,451,0.536585366,6.780487805,0.487804878,0.292682927,6.195121951,
IH.K22,57.65,26.5,Estonia ,40,2500,100,01/07/2013,forest: temperate coniferous forest biome,,,1.145390961,4.625880947,13.55349801,1759,325,4.661739625,3.638430927,0.113700966,0.227401933,1.534963047,
IH.K23,57.67,26.47,Estonia ,40,2500,100,30/06/2013,forest: temperate coniferous forest biome,,molds_above_5SD_median,-2.899252595,11.29676565,103.0662219,788,81,80.96446701,0.253807107,0,1.903553299,1.649746193,
IH.K24,57.67,26.47,Estonia ,40,2500,100,05/07/2013,forest: temperate coniferous forest biome,,,-3.61311397,9.232050108,57.24664547,1575,304,1.26984127,22.0952381,4.317460317,0.761904762,4.063492063,
IH.K29,57.69,26.48,Estonia ,40,2500,100,29/06/2013,forest: temperate coniferous forest biome,,,-1.344292783,1.712889332,13.16683665,3016,372,0.265251989,2.718832891,0,0.198938992,6.49867374,
IH.K35,57.67,26.56,Estonia ,40,2500,100,03/07/2013,forest: temperate coniferous forest biome,,,1.192024079,8.52524906,36.64525734,1724,294,3.944315545,1.62412993,0,0.754060325,1.276102088,
IH.K37,57.67,26.51,Estonia ,40,2500,100,02/07/2013,forest: temperate coniferous forest biome,,,-3.186468999,9.678201922,47.58563823,1016,168,0.196850394,4.724409449,0.098425197,0.196850394,0.688976378,
IH.K38,57.66,26.52,Estonia ,40,2500,100,02/07/2013,forest: temperate coniferous forest biome,,,-4.26713372,9.02337833,72.86168675,1588,169,44.52141058,0.188916877,0,6.61209068,8.753148615,
IH.K39,57.67,26.47,Estonia ,40,2500,100,06/07/2013,forest: temperate coniferous forest biome,,,-3.721470869,10.18481962,60.01433846,1101,145,0.635785649,0.272479564,0,0,0.090826521,
IH.M01,57.95,27.34,Estonia ,40,2500,100,10/07/2013,forest: temperate coniferous forest biome,,,-0.709120779,1.409425473,32.40731901,1481,284,0.202565834,10.39837947,0,1.620526671,1.350438893,
IH.M07,57.92,27.33,Estonia ,40,2500,100,11/07/2013,forest: temperate coniferous forest biome,,,-2.892113345,12.89312691,46.2340708,2225,535,0.359550562,2.202247191,0.04494382,0.134831461,2.876404494,
IH.M09,57.94,27.35,Estonia ,40,2500,100,11/07/2013,forest: temperate coniferous forest biome,,,-2.506789135,11.91372383,40.61473343,1152,293,5.121527778,5.642361111,0.086805556,0.434027778,0.78125,
IH.M10,57.94,27.35,Estonia ,40,2500,100,09/07/2013,forest: temperate coniferous forest biome,,,-0.794076799,0.992238629,0.749419252,2645,718,0.037807183,1.890359168,0.189035917,0.378071834,0.529300567,
IH.M13,57.94,27.4,Estonia ,40,2500,100,10/07/2013,forest: temperate coniferous forest biome,,,-0.43879513,0.714171234,8.263866348,1211,324,1.651527663,6.27580512,0.330305533,0.412881916,2.89017341,
IH.M14,57.92,27.38,Estonia ,40,2500,100,10/07/2013,forest: temperate coniferous forest biome,,,0.539896395,5.274015213,19.84918633,1247,299,0.320769848,6.014434643,0.080192462,0.240577386,2.646351243,
IH.M16,57.93,27.41,Estonia ,40,2500,100,15/07/2013,forest: temperate coniferous forest biome,,,0.547823236,5.80114814,23.87769715,2189,497,0.137048881,6.304248515,0.091365921,0,1.096391046,
IH.M23,57.96,27.28,Estonia ,40,2500,100,14/07/2013,forest: temperate coniferous forest biome,,,-1.038518468,3.942076688,16.18340493,2844,635,0,2.777777778,0.246132208,0.035161744,6.786216596,
IH.M27,57.94,27.3,Estonia ,40,2500,100,13/07/2013,forest: temperate coniferous forest biome,,,-0.872903332,1.24571877,12.92241846,1271,367,0.865460268,2.04563336,0.236034618,0,18.25334382,
IH.M30,57.96,27.32,Estonia ,40,2500,100,19/07/2013,forest: temperate coniferous forest biome,,,-0.79292688,1.880788403,34.00743039,738,277,0.677506775,7.452574526,0.27100271,0.135501355,18.69918699,
IH.M33,57.95,27.37,Estonia ,40,2500,100,14/07/2013,forest: temperate coniferous forest biome,,,-1.197856146,8.037356936,92.57359504,2873,589,0.591715976,4.629307344,0.139227289,0.139227289,2.784545771,
IH.M37,57.94,27.29,Estonia ,40,2500,100,13/07/2013,forest: temperate coniferous forest biome,,,-5.525451403,6.38894172,96.33381605,1281,369,1.405152225,6.635441062,0.078064012,0,1.2490242,
IH.M41,57.94,27.36,Estonia ,40,2500,100,15/07/2013,forest: temperate coniferous forest biome,,,-0.140669748,1.939100737,6.805536993,3428,755,0.175029172,3.763127188,0.145857643,0.2042007,0.262543757,
IH.M42,57.93,27.35,Estonia ,40,2500,100,20/07/2013,forest: temperate coniferous forest biome,,,-1.625801467,11.42101522,47.66231229,2344,478,0.21331058,9.343003413,0,0.725255973,0.042662116,
IH.M45,57.96,27.29,Estonia ,40,2500,100,14/07/2013,forest: temperate coniferous forest biome,,,0.098548368,3.803625318,13.9148926,1071,333,0.466853408,3.734827264,0.093370682,0.280112045,4.855275444,
IH.M46,57.94,27.35,Estonia ,40,2500,100,15/07/2013,forest: temperate coniferous forest biome,,,0.58837452,3.811358589,27.72851233,1661,450,0.060204696,5.599036725,0.481637568,0.060204696,6.56231186,
IH.M47,57.94,27.35,Estonia ,40,2500,100,20/07/2013,forest: temperate coniferous forest biome,,,-1.80408524,3.995524113,26.3309467,1559,384,1.667735728,3.976908275,0.128287364,0.513149455,13.91917896,
IH.M48,57.92,27.29,Estonia ,40,2500,100,20/07/2013,forest: temperate coniferous forest biome,,,-3.859169553,6.644348806,57.23526316,1719,305,0,8.260616638,0.116346713,0,0.581733566,
IHPR01,67.58,18.1,Sweden ,40,2500,100,03/07/2014,tundra biome,,,2.623197654,5.286281963,unknown,3307,1018,0.423344421,9.041427275,0.090716662,0.241911098,0.967644391,
IHPR02,67.64,17.82,Sweden ,40,2500,100,03/07/2014,tundra biome,,,2.244913952,5.936548326,unknown,4444,848,1.125112511,5.738073807,0.450045005,0.090009001,7.403240324,
IHPR03,67.77,17.33,Sweden ,40,2500,100,04/07/2014,tundra biome,,,2.795581124,10.45079001,unknown,3208,655,0.342892768,5.829177057,0.093516209,0,0.623441397,
IHPR04,67.75,17.38,Sweden ,40,2500,100,04/07/2014,tundra biome,,,2.075834399,4.56170891,unknown,4418,787,0.181077411,9.257582617,0.045269353,0.24898144,0.520597555,
IHPR05,67.73,17.42,Sweden ,40,2500,100,04/07/2014,tundra biome,,,2.906911444,5.613039785,unknown,3828,761,0.52246604,7.053291536,0.078369906,0.026123302,1.985370951,
IHPR06,67.73,17.45,Sweden ,40,2500,100,04/07/2014,tundra biome,,,2.982695445,4.249384401,unknown,7591,1461,0.289816888,7.653800553,0.131734949,0.210775919,2.634698986,
IHPR07,67.69,17.72,Sweden ,40,2500,100,05/07/2014,tundra biome,,,1.430056986,0.649247488,unknown,3828,535,0.026123302,15.20376176,0.026123302,0,0.626959248,
IHPR08,67.69,17.7,Sweden ,40,2500,100,05/07/2014,tundra biome,,,11.78267945,4.614537658,unknown,5717,1026,0.069966766,4.215497639,0.087458457,0,0.087458457,
IHPR09,67.69,17.67,Sweden ,40,2500,100,05/07/2014,tundra biome,,,3.361075183,2.299939979,unknown,5924,901,0.050641458,4.287643484,0.067521945,0.016880486,0.354490209,
IHPR10,67.69,17.64,Sweden ,40,2500,100,05/07/2014,tundra biome,,,2.124406064,5.932546069,unknown,8732,1140,0.183234082,3.996793404,0.080164911,0,0.355016033,
IHPR11,67.69,17.63,Sweden ,40,2500,100,06/07/2014,tundra biome,,,2.634730391,5.678505392,unknown,7254,1454,0.441135925,8.064516129,0.192996967,0.027570995,2.495175076,
IHPR12,67.68,17.6,Sweden ,40,2500,100,06/07/2014,tundra biome,,,0.908594445,8.104294607,unknown,8129,1194,0.270635995,3.592077746,0.184524542,0.024603272,4.133349736,
IHPR13,67.64,17.79,Sweden ,40,2500,100,06/07/2014,forest: subpolar coniferous forest biome,,,1.026211204,7.860129577,unknown,7895,1037,1.013299557,4.040531982,0.139328689,0.012666244,1.735275491,
IHPR14,67.59,17.5,Sweden ,40,2500,100,07/07/2014,tundra biome,,,0.360267312,1.760929169,unknown,2373,606,0,9.945217025,0,0,0,
IHPR15,67.6,17.49,Sweden ,40,2500,100,07/07/2014,tundra biome,,,0.922603182,1.273821286,unknown,4561,490,0.065775049,3.661477746,0,0,0.087700066,
IHPR16,67.6,17.46,Sweden ,40,2500,100,08/07/2014,tundra biome,,,2.728191517,1.223761446,unknown,3164,444,0.189633375,4.077117573,0.031605563,0,0.316055626,
IHPR17,67.61,17.45,Sweden ,40,2500,100,08/07/2014,tundra biome,,,-0.420901311,7.222672044,unknown,6371,1182,0.047088369,5.101239994,0.125568984,0,0.235441846,
IHPR18,67.61,17.43,Sweden ,40,2500,100,08/07/2014,tundra biome,,,0.08036317,11.41057508,unknown,4136,800,0,4.327852998,0.193423598,0.145067698,0.241779497,
IHPR19,67.62,17.37,Sweden ,40,2500,100,08/07/2014,tundra biome,,,1.547451672,7.626180063,unknown,4837,982,0.103369857,4.465577838,0.55819723,0.186065743,1.075046516,
IHPR20,67.88,18.83,Sweden ,40,2500,100,10/07/2014,tundra biome,,,1.792298387,1.803920129,unknown,6140,632,0.016286645,10.29315961,0.06514658,0,2.426710098,
IHPR21,67.88,18.85,Sweden ,40,2500,100,10/07/2014,tundra biome,,,3.446931167,3.485552581,unknown,7400,780,0.013513514,6.351351351,0.054054054,0,0.418918919,
IHPR22,67.87,18.88,Sweden ,40,2500,100,10/07/2014,tundra biome,,,2.750196454,11.48986841,unknown,7136,953,0.168161435,7.539237668,0.056053812,0.056053812,0.126121076,
IHPR23,67.87,18.91,Sweden ,40,2500,100,10/07/2014,tundra biome,,,1.632458829,14.94006426,unknown,6369,976,0.23551578,11.08494269,0.031402104,0.062804208,1.130475742,
IHPR24,67.86,18.93,Sweden ,40,2500,100,10/07/2014,tundra biome,,,2.044133482,4.087647206,unknown,6045,1071,0.148883375,7.047146402,0.132340778,0.198511166,1.47229115,
IHPR25,68.35,18.96,Sweden ,40,2500,100,11/07/2014,tundra biome,,,0.24153554,10.6071526,unknown,6273,1240,0.462298741,12.91248207,0.286944046,0.063765344,6.504065041,
IHPR26,68.45,18.6,Sweden ,40,2500,100,11/07/2014,tundra biome,,,0.603153658,6.166776792,unknown,7288,1240,0.233260154,5.749176729,0.493962678,0.027442371,5.611964874,
IHPR27,68.36,18.68,Sweden ,40,2500,100,12/07/2014,tundra biome,,,3.101655566,4.567559543,unknown,6696,1090,0,2.807646356,0.014934289,0,0.074671446,
IHPR28,68.35,18.7,Sweden ,40,2500,100,12/07/2014,tundra biome,,,3.456945382,12.46493352,unknown,3316,590,0.120627262,8.293124246,0,0,0.633293124,
IHPR29,68.36,18.73,Sweden ,40,2500,100,12/07/2014,tundra biome,,,0.126262818,11.95562045,unknown,6756,1164,0.222024867,4.188869153,0.044404973,0.029603316,0.592066311,
IHPR30,68.36,18.74,Sweden ,40,2500,100,12/07/2014,tundra biome,,,2.586664559,6.580315484,unknown,4330,934,0.438799076,8.70669746,0.369515012,0.207852194,1.131639723,
IHPR31,68.4,18.36,Sweden ,40,2500,100,13/07/2014,tundra biome,,,2.679057154,9.128269688,unknown,7401,858,0.175651939,3.418456965,0.013511688,0,0.148628564,
IHPR32,68.38,18.38,Sweden ,40,2500,100,13/07/2014,tundra biome,,,3.194289536,3.936870188,unknown,2925,443,0.034188034,5.025641026,0,0,0,
IHPR33,68.39,18.45,Sweden ,40,2500,100,13/07/2014,tundra biome,,,2.889584756,4.328938745,unknown,2068,484,0.241779497,4.303675048,0,0,0,
IHPR34,68.41,18.46,Sweden ,40,2500,100,13/07/2014,tundra biome,,,3.00541178,3.830396088,unknown,3079,474,0.032478077,17.40824943,0,0,0.097434232,
IHPR35,68.41,18.43,Sweden ,40,2500,100,13/07/2014,tundra biome,,,3.908881903,4.096489496,unknown,7596,1066,0.039494471,2.593470247,0,0,0,
IHPR36,68.42,18.38,Sweden ,40,2500,100,13/07/2014,tundra biome,,,3.058653444,7.825647047,unknown,3074,543,0.227716331,4.55432661,0,0,0.292778139,
IHPR37,68.42,18.41,Sweden ,40,2500,100,13/07/2014,tundra biome,,,2.662690142,10.41603413,unknown,7109,1297,0.042200028,10.52187368,0.07033338,0.014066676,0.07033338,
IHPR38,68.16,17.59,Norway ,40,2500,100,14/07/2014,forest: subpolar coniferous forest biome,,,-0.950864885,10.08636276,unknown,2887,290,0.484932456,5.749913405,0.554208521,0.034638033,1.454797368,
IHPR39,68.16,17.68,Norway ,40,2500,100,14/07/2014,tundra biome,,,2.524365067,8.170955073,unknown,4991,1093,0.260468844,16.3895011,0.180324584,0.140252454,0.821478662,
MX10,19.67,-100.29,Mexico ,40,2500,100,23/01/2015,forest: tropical coniferous forest biome,,,-0.944126969,11.96257352,2.273988439,4896,979,1.429738562,10.84558824,0.081699346,0.306372549,0.12254902,
MX11,19.68,-96.85,Mexico ,40,2500,100,27/01/2015,forest: tropical broadleaf forest biome,,,-0.944878305,7.661940128,3.866792899,793,44,3.278688525,0.25220681,0,0,0.126103405,
MX12,18.58,-95.08,Mexico ,40,2500,100,28/01/2015,forest: tropical broadleaf forest biome,,,0.884569004,8.006068784,4.310167658,768,37,0,0,0.130208333,0.130208333,0,
MX13,17.62,-92.47,Mexico ,40,2500,100,29/01/2015,forest: tropical broadleaf forest biome,,,3.126124402,4.230620287,12.94811922,3084,49,0,0,0,0,0,
MX14,16.88,-93.46,Mexico ,40,2500,100,30/01/2015,forest: tropical broadleaf forest biome,,,0.75273553,3.32373993,0.769175162,212,20,0,0,0,0,0,
MX15,15.8,-96.11,Mexico ,40,2500,100,31/01/2015,shrubland: tropical shrubland biome,,,6.892136755,5.362251399,57.7893627,7617,1863,1.956150716,0.879611396,0.196927924,0.196927924,0,
MX16,17.34,-96.47,Mexico ,40,2500,100,01/02/2015,forest: tropical coniferous forest biome,,,1.491984488,6.298477276,1.025604964,11986,1766,1.735357918,3.762723177,0.083430669,1.401635241,1.126314033,
MX17,18.16,-97.3,Mexico ,40,2500,100,02/02/2015,shrubland: xeric shrubland biome,,,6.239017281,7.613545519,195.1327767,2213,782,0.361500226,2.214188884,0.271125169,0.045187528,0,
MX18,20.16,-98.55,Mexico ,40,2500,100,25/02/2015,forest: subtropical coniferous forest biome,,,-0.608720258,5.068572715,3.474033149,6499,1468,0,1.369441453,0.123095861,0.200030774,1.092475766,
MX19,20.64,-98.6,Mexico ,40,2500,100,26/02/2015,forest: subtropical broadleaf forest biome,,,-1.689381497,18.27638838,16.5248053,10106,1811,0.10884623,6.619829804,0.049475559,3.027904215,0.484860479,
MX1a,19.51,-105.05,Mexico ,40,2500,100,01/11/2014,forest: tropical broadleaf forest biome,,,5.729809634,6.215939157,19.8697487,2652,809,0.452488688,4.449472097,0.60331825,0.490196078,0,
MX20,20.48,-98.67,Mexico ,40,2500,100,26/02/2015,shrubland: montane shrubland biome,,,5.614136712,4.089462138,190.4993728,5219,1382,0.038321518,0.843073386,0.210768346,0.038321518,0,
MX21,17.39,-96.45,Mexico ,40,2500,100,08/11/2018,forest: tropical coniferous forest biome,,molds_above_5SD_median,6.269805486,1.45549811,34.48448276,20427,962,9.595143682,1.972879033,0.048954815,0.807754443,45.96857101,
MX22,17.39,-96.46,Mexico ,40,2500,100,08/11/2018,forest: tropical coniferous forest biome,,,6.147724406,2.738892265,24.21178261,4663,523,0.514690114,27.02123097,0.064336264,0.278790478,34.80591894,
MX23,19.13,-98.66,Mexico ,40,2500,100,01/01/2019,forest: tropical coniferous forest biome,,,5.146790868,3.558245993,65.08227245,13321,1872,0.900833271,7.521957811,0.367840252,0.21019443,4.121312214,
