Country,LONG,LAT,Point_ID,NUTS_1,NUTS_2,NUTS_3,P,N,K,CaCO3,pH_CaCl2,pH_H20,EC,OC,Land Cover,Land Description,Land Use,Revisited_point,Soil_Stones
Hungary,19.770665934,46.73709965,50662674,HU3,HU33,HU331,60.8,2.2,178.1,136,7.9,8.13,14.81,21.7,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.404228971,46.606741033,50402656,HU3,HU33,HU331,15.2,0.9,97.4,72,7.8,8.16,12.89,9.2,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.865287615,46.819105169,50722684,HU3,HU33,HU331,36.1,0.8,90.7,134,7.8,8.16,13.63,6.6,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,2
Hungary,19.381483748,46.626859886,50382658,HU3,HU33,HU331,8.3,0.8,36.7,105,7.4,7.31,13.5,6.6,Grassland,Spontaneously re-vegetated surfaces,Fallow land,Yes,1
Hungary,19.909628332,46.633665423,50782664,HU3,HU33,HU331,9.1,0.7,69.4,3,7.6,7.74,9.96,6.0,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.923055172,46.704966787,50782672,HU3,HU33,HU331,45.2,4.2,241.0,125,7.6,7.67,29.5,53.3,Grassland,Spontaneously re-vegetated surfaces,Abandoned areas,Yes,1
Hungary,19.401266037,48.056485974,50202816,HU3,HU31,HU313,23.9,1.1,106.0,2,6.2,6.12,9.63,8.7,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.39148509,47.858067785,50222794,HU3,HU31,HU313,66.1,2.0,702.7,38,7.5,7.79,27.0,18.1,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.588291668,46.602831725,49782648,HU2,HU23,HU233,6.8,1.8,118.3,81,7.8,8.03,14.03,19.6,Bareland,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.614908097,48.243457899,51802860,HU3,HU31,HU311,32.3,3.2,277.9,0,6.2,6.4,18.91,27.5,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.833355839,46.930829681,50682696,HU3,HU33,HU331,56.0,2.1,272.7,96,7.8,8.0,20.8,20.1,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.167696136,47.062043306,50162704,HU3,HU33,HU331,4.8,2.1,178.1,84,7.6,8.21,22.8,16.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.698984972,48.252696324,51862862,HU3,HU31,HU311,18.2,5.8,272.3,0,4.7,4.9,26.3,58.5,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.461225289,47.507812419,50322756,HU1,HU12,HU120,12.7,3.3,99.5,1,5.7,5.95,12.57,40.6,Artificial land,Non built-up linear features,FORESTRY,Yes,1
Hungary,19.490902737,47.668293804,50322774,HU1,HU12,HU120,13.0,1.8,157.8,0,6.3,5.32,9.77,16.2,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.992303351,46.968142619,50042692,HU3,HU33,HU331,25.5,1.9,498.9,131,7.6,7.94,16.77,23.1,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.02149014,46.983813545,50062694,HU3,HU33,HU331,6.4,1.5,90.5,129,7.6,8.12,17.98,17.6,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.107610134,46.977952871,50882704,HU3,HU33,HU331,13.2,0.6,46.3,3,7.0,7.91,14.81,5.5,Cropland,Other cereals,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.111606873,46.7407364,50162668,HU3,HU33,HU331,10.0,1.3,111.3,207,7.9,8.27,16.53,10.5,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.694049617,46.286456173,49902614,HU2,HU23,HU233,6.8,1.8,292.5,30,7.8,8.02,12.04,18.0,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.197945259,46.932656907,50202690,HU3,HU33,HU331,11.7,1.9,165.6,143,7.8,8.11,15.98,19.4,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.199955588,46.642606306,50242658,HU3,HU33,HU331,33.7,10.2,110.2,189,7.1,7.2,46.6,113.6,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.223773799,46.477480308,50282640,HU3,HU33,HU331,10.8,2.3,65.3,28,7.1,7.19,13.86,24.6,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,19.302253782,46.923690563,50282690,HU3,HU33,HU331,4.2,1.2,32.9,37,7.5,7.79,8.62,10.6,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use,Yes,1
Hungary,19.287998569,46.544403097,50322648,HU3,HU33,HU331,20.9,1.6,266.0,27,7.8,8.1,21.6,14.9,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.970417921,46.954479824,50782700,HU3,HU33,HU331,11.2,5.1,143.8,131,7.7,7.82,27.1,47.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.144682394,47.082111064,50142706,HU3,HU33,HU331,5.3,1.8,94.0,41,7.6,8.13,19.18,16.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.922107813,46.680319128,51542680,HU3,HU33,HU332,25.5,2.8,331.5,37,7.7,7.91,18.62,26.1,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.608203117,46.402067399,49822626,HU2,HU23,HU233,6.8,2.2,133.1,39,7.8,7.92,17.2,22.4,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.201726998,48.000982765,50062808,HU3,HU31,HU313,57.0,4.3,403.4,9,7.2,7.25,37.0,42.5,Shrubland,Shrubland without tree cover,COMMUNITY SERVICES,Yes,1
Hungary,19.230328136,47.563903759,50142760,HU1,HU12,HU120,19.1,1.4,125.2,6,7.0,7.13,15.02,12.3,Grassland,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use,Yes,2
Hungary,18.43649438,46.144207215,49722596,HU2,HU23,HU231,11.2,1.6,219.9,189,7.7,7.82,40.6,9.7,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.759847543,46.533322468,51442662,HU3,HU33,HU332,14.5,2.9,308.3,53,7.8,7.96,17.19,26.4,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.822743148,46.454317216,51502654,HU3,HU33,HU332,105.4,4.1,739.1,80,7.5,7.59,23.9,39.6,Shrubland,Shrubland with sparse tree cover,RESIDENTIAL,Yes,1
Hungary,19.218627981,46.296714268,50302620,HU3,HU33,HU331,0.0,0.5,56.6,77,7.6,8.06,10.27,7.2,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,19.376367982,46.301072466,50422622,HU3,HU33,HU331,12.7,1.2,61.2,9,7.6,7.99,9.38,11.8,Bareland,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.959028313,46.349562241,51622644,HU3,HU33,HU332,23.5,2.7,490.2,1,5.9,5.95,14.45,26.8,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.080243148,46.300669524,51722640,HU3,HU33,HU332,17.5,2.6,483.6,11,7.6,7.79,15.36,24.2,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.180344151,46.526436496,51762666,HU3,HU33,HU332,12.6,2.7,384.0,26,7.6,7.82,16.55,24.3,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.176054405,46.381507496,51782650,HU3,HU33,HU332,8.6,1.9,168.3,1,6.2,6.35,8.8,16.9,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.231956702,46.521015708,51802666,HU3,HU33,HU332,101.2,2.0,549.0,1,6.5,6.65,10.71,16.2,Cropland,Lucerne,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.82805857,46.148645192,50022600,HU2,HU23,HU233,5.6,2.0,76.1,156,7.4,7.67,15.3,31.1,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,18.737395603,46.391573033,49922626,HU2,HU23,HU233,12.1,1.6,224.0,3,7.4,7.61,12.78,12.4,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.728094328,46.17500762,49942602,HU2,HU23,HU233,6.8,2.0,69.3,157,7.7,7.85,13.53,22.1,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.80088611,46.458801266,49962634,HU2,HU23,HU233,20.2,0.8,72.7,2,6.7,6.79,9.97,6.2,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.311532099,46.379252937,50362630,HU3,HU33,HU331,7.5,1.4,56.1,72,7.5,7.58,11.96,18.5,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,Yes,1
Hungary,18.875737155,46.905375947,49962684,HU2,HU21,HU211,21.9,1.5,185.8,78,7.8,8.07,18.24,16.3,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.85957754,46.653174956,49982656,HU2,HU23,HU233,52.4,1.5,353.0,42,7.8,8.08,15.15,15.3,Cropland,Vineyards,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.469921118,46.238412599,50502616,HU3,HU33,HU331,10.1,2.0,152.9,99,7.8,8.12,15.22,20.1,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.56366511,48.139827849,51782848,HU3,HU32,HU323,16.7,1.3,193.4,0,5.4,5.63,6.39,11.2,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.881458535,46.47024689,50022636,HU2,HU23,HU233,7.6,2.4,144.5,105,7.7,7.84,30.4,28.1,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.914502982,46.666732167,50022658,HU2,HU23,HU233,8.4,2.2,159.1,313,7.9,8.22,15.24,17.5,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.936864382,46.175788318,50102604,HU3,HU33,HU331,6.0,1.9,118.6,236,7.8,8.03,17.48,16.6,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.957803462,46.300840055,50102618,HU3,HU33,HU331,10.9,1.7,167.7,376,7.9,8.16,16.07,10.2,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.06098325,45.984087454,50222584,HU3,HU33,HU331,5.6,1.8,147.3,183,7.9,8.15,16.03,18.3,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.116890685,46.160508173,50242604,HU3,HU33,HU331,20.1,2.4,198.7,42,7.8,8.01,15.62,23.6,Bareland,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.814104066,46.222255925,50002608,HU2,HU23,HU233,17.2,2.9,154.8,60,7.7,8.17,16.9,31.5,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.374115041,47.515058656,51002766,HU3,HU31,HU312,11.1,1.8,151.5,1,6.8,7.55,31.4,17.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.728468293,47.795039583,51962812,HU3,HU32,HU323,6.5,1.2,123.9,0,6.1,6.39,27.0,9.2,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.871153887,47.688851501,50602780,HU3,HU31,HU312,42.1,1.9,216.6,0,5.7,5.99,11.4,19.1,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.98532028,47.859745949,50662800,HU3,HU31,HU312,29.9,4.7,243.5,1,4.8,4.36,22.2,51.4,Woodland,Broadleaved woodland,FORESTRY,Yes,2
Hungary,20.006791848,47.694598322,50702782,HU3,HU31,HU312,73.9,2.3,433.5,1,6.9,6.92,41.4,24.0,Bareland,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.019241625,47.620924038,50722774,HU3,HU31,HU312,33.1,2.0,307.8,1,6.1,6.33,24.0,17.1,Bareland,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.126917977,48.028035166,50742820,HU3,HU31,HU312,8.6,1.9,248.3,0,6.4,6.58,19.72,15.0,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.692825147,47.741117595,50462784,HU3,HU31,HU312,54.5,0.8,195.2,0,5.0,5.31,18.13,6.1,Grassland,Grassland without tree/shrub cover,Abandoned areas,Yes,1
Hungary,20.314295898,47.484478798,50962762,HU3,HU31,HU312,59.9,2.0,317.4,1,5.5,6.44,8.52,20.0,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.550683828,47.84426077,50342794,HU3,HU31,HU313,8.0,1.4,96.6,0,4.8,5.21,13.31,12.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.48668392,47.540527302,51082770,HU3,HU31,HU312,32.8,2.6,460.6,1,6.7,7.23,17.7,28.4,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.925790589,47.828149805,52102818,HU3,HU32,HU323,14.5,1.1,120.7,0,5.1,5.61,10.82,9.8,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.14980927,47.857951174,52262824,HU3,HU32,HU323,60.7,0.8,154.8,0,4.6,5.49,5.39,7.2,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.181320285,47.763450991,52302814,HU3,HU32,HU323,34.9,0.6,58.7,0,4.0,4.53,3.75,4.2,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,21.64945065,48.039843115,51862838,HU3,HU32,HU323,26.8,1.9,108.2,0,4.1,4.35,11.29,16.9,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,20.075535165,47.633855787,50762776,HU3,HU31,HU312,13.3,2.2,315.3,1,5.9,6.39,20.1,17.1,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.821430898,48.12836243,50502828,HU3,HU31,HU313,21.4,2.2,120.1,0,4.9,5.48,11.15,22.2,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,21.765543626,47.954676046,51962830,HU3,HU32,HU323,9.3,1.1,113.3,0,5.4,5.74,14.03,7.9,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.663549286,47.870571839,50422798,HU3,HU31,HU313,53.3,1.8,241.3,2,6.5,6.72,14.74,16.8,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,19.567148204,47.788460655,50362788,HU3,HU31,HU313,32.1,1.8,329.7,1,6.9,7.01,37.2,15.8,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.012381941,48.232946407,51362852,HU3,HU31,HU311,17.8,2.1,172.8,1,6.4,6.56,21.6,16.2,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.541416008,47.904555126,52542834,HU3,HU32,HU323,19.7,2.5,186.6,0,5.8,6.15,10.92,22.9,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.404307466,48.120481162,52402856,HU3,HU32,HU323,11.9,5.0,255.8,0,5.3,5.6,27.5,41.0,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use,Yes,1
Hungary,22.448602946,48.079038033,52442852,HU3,HU32,HU323,23.0,1.8,307.6,0,5.9,6.01,11.07,14.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.466198669,48.149847376,52442860,HU3,HU32,HU323,15.7,3.8,177.8,0,5.1,5.85,14.55,38.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.497234438,48.055278845,52482850,HU3,HU32,HU323,21.8,2.2,102.9,0,4.8,5.06,11.76,16.4,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.500779154,47.576837185,50342764,HU1,HU12,HU120,17.0,1.1,87.3,193,7.7,8.08,14.06,12.2,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.373390177,48.105784247,52382854,HU3,HU32,HU323,19.7,1.9,94.5,1,5.3,5.61,14.38,13.8,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.971317757,48.41861733,51302872,HU3,HU31,HU311,8.8,2.4,210.4,1,5.5,5.69,12.31,22.1,Grassland,Spontaneously re-vegetated surfaces,Fallow land,Yes,1
Hungary,22.333374121,48.164905823,52342860,HU3,HU32,HU323,28.3,3.3,286.9,7,7.0,7.07,28.9,28.8,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,21.232404504,48.119811325,51542842,HU3,HU31,HU311,58.1,5.7,379.9,0,5.2,5.4,24.0,53.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.659559069,47.966052253,51882830,HU3,HU32,HU323,7.3,1.8,109.7,52,7.6,7.95,23.0,13.5,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.280336188,47.969552313,51602826,HU3,HU32,HU323,20.3,3.2,232.0,1,6.9,7.19,24.7,33.8,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.687913689,47.853942235,51922818,HU3,HU32,HU323,20.7,1.0,178.3,1,5.6,5.97,8.54,8.5,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.386397008,47.958542399,51682826,HU3,HU32,HU323,34.0,2.1,392.3,1,5.3,5.67,10.91,18.6,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.569818106,48.284573326,51762864,HU3,HU31,HU311,37.9,2.6,253.2,1,5.2,5.39,26.4,21.0,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.51393794,47.503206786,50362756,HU1,HU12,HU120,15.9,1.0,100.4,3,6.4,6.57,10.54,8.9,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.041945865,48.088219023,52142848,HU3,HU32,HU323,14.5,1.4,193.8,0,6.6,6.72,24.8,12.2,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,22.687185272,48.051575024,52622852,HU3,HU32,HU323,29.0,1.5,188.5,0,6.3,6.43,9.19,11.6,Artificial land,Non built-up linear features,Road transport,Yes,1
Hungary,21.8630292,48.253249958,51982864,HU3,HU31,HU311,32.5,2.1,195.4,0,6.1,6.4,8.45,17.2,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.027234128,47.798795875,52182816,HU3,HU32,HU323,13.0,0.6,23.7,0,4.0,4.48,4.06,4.6,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,21.835164119,48.019880362,52002838,HU3,HU32,HU323,6.2,1.1,112.3,0,5.5,5.82,9.79,9.2,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.879835541,47.97865932,52042834,HU3,HU32,HU323,24.5,0.7,171.2,1,6.0,6.3,7.43,5.4,Grassland,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use,Yes,1
Hungary,22.365034523,47.961122312,52402838,HU3,HU32,HU323,24.0,1.9,133.1,1,5.3,5.51,9.89,15.6,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.039900797,48.306719118,52102872,HU3,HU31,HU311,31.2,2.3,150.1,13,7.4,7.61,42.6,19.3,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,22.054711905,48.141382916,52142854,HU3,HU32,HU323,36.0,2.8,293.4,125,7.4,7.76,29.3,19.9,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.103575999,48.117795131,52182852,HU3,HU32,HU323,5.8,1.5,179.5,3,7.0,7.38,18.11,11.5,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,22.1602155,48.238865636,52202866,HU3,HU32,HU323,58.3,0.9,198.5,1,5.3,5.76,8.2,8.1,Grassland,Grassland without tree/shrub cover,Abandoned areas,Yes,1
Hungary,22.15668806,48.111902711,52222852,HU3,HU32,HU323,28.3,0.4,48.9,1,4.0,4.32,10.79,3.0,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,22.213447484,48.232943725,52242866,HU3,HU32,HU323,27.9,1.0,69.4,0,4.0,4.44,9.0,8.1,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,22.266155729,48.336233943,52262878,HU3,HU32,HU323,22.3,2.9,301.4,4,7.2,7.22,44.4,24.7,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,22.008973166,48.29192091,52082870,HU3,HU32,HU323,35.5,2.5,315.3,0,5.4,5.65,23.7,19.4,Cropland,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,21.02216861,46.779052717,51602692,HU3,HU33,HU332,51.7,2.3,636.4,15,7.6,7.83,14.49,21.8,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.341271557,46.368943,49622620,HU2,HU23,HU231,40.0,1.4,161.1,1,6.5,6.51,13.1,9.7,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.673443091,45.998366785,49922582,HU2,HU23,HU231,47.2,3.1,544.4,53,7.4,7.7,30.1,31.3,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,Yes,1
Hungary,20.536397711,46.33774932,51302638,HU3,HU33,HU333,71.6,2.5,1070.1,90,7.6,8.01,22.6,27.4,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.539382229,46.135996238,49802596,HU2,HU23,HU231,14.3,1.0,145.8,146,7.7,8.05,18.46,13.4,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.585271125,46.187645063,51362622,HU3,HU33,HU333,26.0,1.7,327.5,8,7.8,8.74,41.5,15.7,Bareland,OTHER BARE SOIL,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.531015009,45.919367006,49822572,HU2,HU23,HU231,35.9,1.7,227.8,1,6.9,7.05,9.82,13.8,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.63648625,46.091933898,49882592,HU2,HU23,HU231,13.8,1.6,122.3,115,7.6,8.0,18.75,17.7,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.227306899,46.367876994,51062638,HU3,HU33,HU333,34.7,2.1,308.1,2,7.1,7.35,14.5,19.3,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.335832826,46.520743849,51122656,HU3,HU33,HU333,18.2,2.2,403.7,1,6.5,6.58,9.62,21.6,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.356783845,46.627604998,51122668,HU3,HU33,HU333,154.8,3.2,1462.1,11,7.0,7.24,19.98,31.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.313087932,46.268861926,51142628,HU3,HU33,HU333,37.5,2.3,472.2,1,6.9,7.07,11.39,19.7,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.326909219,46.340119824,51142636,HU3,HU33,HU333,67.1,1.8,464.5,0,6.6,6.72,8.89,15.3,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.347231225,46.174791893,51182618,HU3,HU33,HU333,21.2,2.5,443.2,12,7.5,7.77,18.54,20.5,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.472058967,46.543774542,51222660,HU3,HU33,HU333,22.2,2.7,544.4,25,7.6,7.93,15.85,27.6,Cropland,Durum wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.59647373,45.841633016,49882564,HU2,HU23,HU231,91.5,1.8,281.8,1,6.1,6.16,12.09,14.3,Cropland,Sugar beet,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.145153229,46.212425256,51022620,HU3,HU33,HU333,26.5,2.2,372.1,2,6.7,6.81,11.15,20.9,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.031178493,46.440939771,50902644,HU3,HU33,HU333,19.5,1.1,89.6,26,7.5,7.97,18.02,9.4,Cropland,Triticale,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.690824406,46.322351625,51422638,HU3,HU33,HU333,37.0,2.7,437.4,20,7.6,8.31,34.7,25.9,Grassland,Spontaneously re-vegetated surfaces,Fallow land,Yes,1
Hungary,18.045642985,45.79440752,49462554,HU2,HU23,HU231,5.7,1.6,71.8,65,7.6,8.0,19.88,16.8,Cropland,Soya,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.069636127,45.955481037,49462572,HU2,HU23,HU231,13.2,1.8,106.8,2,5.9,5.97,9.63,17.4,Woodland,Broadleaved woodland,FORESTRY,Yes,1
Hungary,18.089918269,45.917736616,49482568,HU2,HU23,HU231,30.1,1.5,185.8,1,6.2,6.28,15.42,12.0,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.873823738,47.144711186,50682720,HU1,HU12,HU120,49.3,1.1,512.6,3,7.7,8.12,32.7,8.4,Grassland,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.206594455,46.805327758,50982686,HU3,HU32,HU322,30.7,2.6,336.8,2,6.5,6.61,10.77,22.2,Cropland,Sunflower,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,19.862181378,47.36334381,50642744,HU1,HU12,HU120,9.3,1.0,100.1,72,7.2,7.47,13.41,10.3,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.206607715,46.533169972,51022656,HU3,HU33,HU333,7.7,2.2,492.4,26,7.6,7.98,19.4,18.6,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,20.237694633,46.693500434,51022674,HU3,HU33,HU333,26.0,1.8,233.2,1,7.0,7.24,9.89,15.6,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
Hungary,18.442527579,46.016986509,49742582,HU2,HU23,HU231,11.3,1.4,140.0,0,6.9,7.06,12.36,10.1,Cropland,Maize,Agriculture (excluding fallow land and kitchen gardens),Yes,1
