Country,LONG,LAT,Point_ID,NUTS_1,NUTS_2,NUTS_3,P,N,K,CaCO3,pH_CaCl2,pH_H20,EC,OC,Land Cover,Land Description,Land Use,Revisited_point,Soil_Stones
United Kingdom,-4.72803672,56.045482666,34103754,UKM,UKM8,UKM81,42.9,2.8,24.6,0,3.9,3.91,44.2,25.5,Wetlands,Inland marshes,Semi-natural and natural areas not in use,No,1
United Kingdom,-4.257593083,56.282286283,34443774,UKM,UKM7,UKM77,164.9,19.9,460.3,0,3.1,3.91,46.4,503.5,Wetlands,Peatbogs,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.235859433,56.757500827,35163814,UKM,UKM7,UKM71,26.9,4.3,173.2,0,4.9,5.48,15.85,51.4,Wetlands,Inland marshes,Semi-natural and natural areas not in use,No,1
United Kingdom,-7.12978675,54.838145639,32323656,UKN,UKN1,UKN10,102.8,16.1,313.0,0,3.0,3.76,26.9,470.3,Wetlands,Peatbogs,OTHER PRIMARY PRODUCTION,No,1
United Kingdom,-4.773785618,57.689772002,34463934,UKM,UKM6,UKM61,6.3,2.3,38.6,1,3.9,4.04,28.4,43.1,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-3.374958265,51.488469919,33983238,UKL,UKL2,UKL22,7.5,3.3,48.0,0,4.2,4.41,41.8,32.4,Grassland,Grassland without tree/shrub cover,Sport,No,1
United Kingdom,-3.294994235,51.515910799,34043240,UKL,UKL2,UKL22,12.4,2.1,36.0,1,4.9,5.13,32.0,21.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.819504065,51.691735927,33723266,UKL,UKL1,UKL17,52.1,4.2,158.5,0,4.0,4.16,72.4,53.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.139953757,51.788749225,34203268,UKL,UKL1,UKL16,3.7,1.0,24.4,1,3.7,3.87,11.63,16.0,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.910428478,51.699132905,33663268,UKL,UKL1,UKL18,8.3,1.1,30.0,1,4.0,3.99,22.2,16.0,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.233331968,51.705257758,34123260,UKL,UKL1,UKL16,49.7,3.6,153.1,0,4.7,4.94,35.0,46.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.890831976,51.920543109,33723292,UKL,UKL1,UKL14,75.5,5.2,96.2,0,4.6,4.79,81.1,40.3,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.212816443,51.83518857,34163274,UKL,UKL2,UKL24,84.1,20.5,197.2,0,3.0,3.73,44.0,506.0,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-4.093053232,51.622313358,33523262,UKL,UKL1,UKL18,14.6,4.6,103.6,0,4.1,4.33,52.9,48.2,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.53247296,55.630765077,34743694,UKM,UKM9,UKM95,66.1,7.2,386.3,1,4.7,4.97,84.7,76.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.093330577,51.629989073,34203250,UKL,UKL1,UKL16,22.4,4.3,57.3,1,3.3,3.56,27.9,52.3,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.987100073,54.933844112,33683636,UKM,UKM9,UKM92,46.1,3.6,161.3,0,5.3,5.86,14.0,34.1,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-5.530106148,57.528831916,33983926,UKM,UKM6,UKM61,247.5,23.5,358.7,0,3.4,3.86,143.8,493.7,Woodland,Broadleaved woodland,"Amenities, museum, leisure (e.g. parks, botanical gardens)",No,1
United Kingdom,-2.982019503,55.141691193,34983634,UKM,UKM9,UKM92,19.0,4.9,103.7,0,4.1,4.33,53.6,48.2,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-5.631100745,54.61535636,33203610,UKN,UKN0,UKN09,67.8,6.5,141.9,1,4.8,4.99,96.8,72.3,Grassland,Grassland with sparse tree/shrub cover,Fallow land,No,4
United Kingdom,-5.262270432,56.642592593,33923826,UKM,UKM6,UKM63,26.1,6.4,67.3,1,3.5,3.78,48.0,107.2,Woodland,Spruce dominated coniferous woodland,FORESTRY,No,4
United Kingdom,-4.146468817,52.255127809,33623332,UKL,UKL1,UKL14,82.7,4.1,388.2,1,6.3,6.53,41.7,38.8,Grassland,Spontaneously re-vegetated surfaces,Fallow land,No,2
United Kingdom,-3.006501233,52.241026436,34383316,UKG,UKG1,UKG11,18.0,3.5,59.9,1,5.2,5.43,42.1,29.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.735865432,52.376897078,33923340,UKL,UKL1,UKL14,120.9,20.3,297.0,0,3.1,3.7,74.0,494.7,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.471727717,52.29798717,34083328,UKL,UKL2,UKL24,9.0,5.1,54.0,1,4.3,4.52,48.4,45.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.613423142,51.701272184,34543252,UKK,UKK1,UKK13,71.8,3.4,176.6,3,6.5,6.78,39.8,30.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.103450123,57.818305013,34883940,UKM,UKM6,UKM61,14.8,2.7,57.2,0,3.5,4.14,15.12,62.1,Woodland,Other coniferous woodland,FORESTRY,No,1
United Kingdom,-4.205886685,57.203108748,34683874,UKM,UKM6,UKM62,54.1,10.8,392.9,0,3.7,4.55,34.3,180.5,Shrubland,Shrubland without tree cover,OTHER PRIMARY PRODUCTION,No,1
United Kingdom,-3.998518315,57.280488813,34823880,UKM,UKM6,UKM62,11.1,4.2,117.3,1,4.5,4.84,24.9,50.6,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.686115398,57.396330466,35623878,UKM,UKM5,UKM50,51.3,3.0,161.6,1,5.9,6.16,26.9,32.3,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),No,4
United Kingdom,-1.867194024,57.582275703,36143890,UKM,UKM5,UKM50,30.7,3.1,121.1,0,5.4,5.65,25.3,30.8,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.874508763,57.450922887,35523886,UKM,UKM5,UKM50,17.7,3.3,54.7,0,4.1,4.32,56.0,31.4,Woodland,Broadleaved woodland,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.112709638,57.262965177,35343868,UKM,UKM5,UKM50,15.7,8.1,158.1,1,3.5,4.18,13.16,265.4,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.628065614,56.643498646,34903806,UKM,UKM7,UKM77,58.4,3.8,70.3,4,5.0,5.13,70.6,35.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.471930614,56.112028508,34883746,UKM,UKM7,UKM72,35.7,4.0,98.3,1,5.3,5.55,52.4,39.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.034080433,57.551160602,34863910,UKM,UKM6,UKM62,36.3,2.0,205.2,1,5.7,5.92,31.8,18.0,Cropland,Oats,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.523040677,53.612851873,35623450,UKE,UKE4,UKE45,20.2,2.0,84.1,1,5.1,5.25,42.6,20.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-4.387584039,58.099073851,34783974,UKM,UKM6,UKM61,53.8,10.5,224.6,0,3.7,4.45,67.0,194.6,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.293061816,58.414047108,35483996,UKM,UKM6,UKM61,142.9,20.4,407.4,0,3.4,4.31,101.5,502.2,Grassland,Grassland without tree/shrub cover,ENERGY PRODUCTION,No,1
United Kingdom,-3.058730953,56.246375446,35163756,UKM,UKM7,UKM72,38.7,7.3,354.6,0,3.8,3.92,81.5,82.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.274450961,56.591512309,34503808,UKM,UKM7,UKM77,15.2,5.5,142.7,0,4.2,4.32,81.0,58.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.223462775,56.722259429,35163810,UKM,UKM7,UKM71,108.9,14.3,439.2,1,3.4,4.09,69.3,328.1,Grassland,Grassland with sparse tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)",No,1
United Kingdom,-3.408481277,56.867510511,35083828,UKM,UKM7,UKM77,20.1,5.8,106.9,0,4.3,4.47,100.3,85.5,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-4.564628911,56.394013318,34283790,UKM,UKM7,UKM77,26.7,7.6,158.5,0,3.7,4.32,31.8,112.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-3.929707619,56.739138863,34743820,UKM,UKM7,UKM77,22.8,14.5,326.9,0,3.7,4.49,28.4,314.8,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.525135902,56.727451855,34983814,UKM,UKM7,UKM77,19.3,17.5,542.7,1,4.4,4.59,159.3,273.8,Woodland,Broadleaved woodland,FORESTRY,No,1
United Kingdom,-6.270595987,54.384959544,32743594,UKN,UKN0,UKN07,42.7,3.6,214.8,1,4.9,5.1,66.3,32.9,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),No,3
United Kingdom,-4.498137183,55.083637252,34023646,UKM,UKM9,UKM92,29.6,7.7,133.0,1,3.8,3.92,57.0,124.4,Woodland,Other mixed woodland,FORESTRY,No,1
United Kingdom,-3.345765013,57.440258991,35243890,UKM,UKM6,UKM62,17.0,2.8,61.9,1,3.4,4.04,13.51,48.4,Woodland,Pine dominated coniferous woodland,FORESTRY,No,4
United Kingdom,-4.571811224,57.529056377,34543914,UKM,UKM6,UKM61,25.2,4.0,90.3,0,4.1,4.48,40.7,44.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.330554275,52.423488528,34203340,UKL,UKL2,UKL24,51.3,5.8,197.4,1,4.2,4.43,68.2,56.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.870114998,57.568610743,34963910,UKM,UKM6,UKM62,51.0,2.1,191.4,1,4.5,4.87,22.2,20.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.287489711,57.373122683,35263882,UKM,UKM6,UKM62,44.1,3.0,158.3,0,4.0,4.11,47.2,35.3,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-3.764638996,57.469988661,35003898,UKM,UKM6,UKM62,60.3,3.5,229.2,0,4.4,4.82,35.7,40.4,Woodland,Pine dominated mixed woodland,Semi-natural and natural areas not in use,No,1
United Kingdom,-2.833630152,57.527923756,35563894,UKM,UKM5,UKM50,31.2,3.5,103.1,1,5.4,5.73,48.6,37.8,Cropland,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.462670882,57.665863562,35223916,UKM,UKM6,UKM62,59.7,1.5,68.2,0,4.6,5.0,17.14,15.2,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.211906356,57.496057877,35923884,UKM,UKM5,UKM50,73.0,7.5,350.4,1,5.7,5.83,122.0,78.0,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.446737736,57.213179766,34543878,UKM,UKM6,UKM62,18.9,5.0,100.0,0,3.9,3.96,53.2,60.3,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.03776544,57.2945631,34803882,UKM,UKM6,UKM62,112.0,7.0,132.4,1,4.7,5.06,38.7,115.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.232544552,57.031722669,35223844,UKM,UKM5,UKM50,17.7,4.2,170.6,1,4.1,4.29,51.9,55.1,Woodland,Pine dominated coniferous woodland,Semi-natural and natural areas not in use,No,1
United Kingdom,-2.567328839,55.94946065,35403718,UKM,UKM7,UKM73,33.6,3.0,124.5,0,4.0,4.19,38.5,26.3,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-4.273177362,56.939432851,34583846,UKM,UKM6,UKM62,42.6,15.5,188.0,0,3.1,3.7,35.4,513.6,Shrubland,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.44763239,57.091089234,35703842,UKM,UKM5,UKM50,31.1,4.3,133.1,27,6.7,6.94,56.1,65.0,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,No,2
United Kingdom,-4.39990362,56.046615698,34303750,UKM,UKM7,UKM77,108.2,7.0,328.8,1,4.2,4.27,172.9,62.7,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.469493501,56.056987428,34263752,UKM,UKM7,UKM77,10.9,0.4,31.5,0,4.9,5.28,13.06,3.4,Water,Inland fresh running water,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.142096157,56.14882365,34483758,UKM,UKM7,UKM77,57.8,3.4,259.6,1,4.9,5.08,42.6,35.8,Cropland,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.737083595,56.302902821,34763770,UKM,UKM7,UKM77,56.0,1.9,172.0,1,5.4,5.68,38.5,19.0,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.876610814,56.232943788,34663764,UKM,UKM7,UKM77,42.0,3.5,124.4,1,3.6,3.78,39.0,42.6,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.794622762,55.638793306,34583698,UKM,UKM9,UKM95,31.8,7.5,87.0,0,3.3,3.91,35.4,148.7,Woodland,Spruce dominated coniferous woodland,FORESTRY,No,1
United Kingdom,-2.231602112,57.148020825,35843846,UKM,UKM5,UKM50,19.2,4.8,208.3,1,4.1,4.22,65.1,55.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.840883646,56.25219122,34083778,UKM,UKM6,UKM63,33.4,11.8,223.5,0,3.7,3.84,111.4,141.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.426824951,57.011745941,35103844,UKM,UKM5,UKM50,6.5,2.9,84.6,1,4.2,4.82,8.08,54.5,Shrubland,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-2.324137753,56.92062899,35743822,UKM,UKM5,UKM50,27.4,2.6,219.7,1,5.4,5.73,18.27,24.9,Cropland,Floriculture and ornamental plants,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.739064782,53.672747648,34843470,UKD,UKD4,UKD47,18.7,2.8,77.7,1,5.0,5.22,42.3,24.6,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,0.4885294,51.868055604,36683238,UKH,UKH3,UKH35,18.7,2.0,243.9,55,7.1,7.58,18.84,15.2,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.82248738,52.929436611,35303378,UKF,UKF1,UKF13,32.8,3.4,236.1,2,5.8,5.95,53.6,34.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.057138905,51.822867225,35623248,UKJ,UKJ1,UKJ13,35.1,4.9,215.8,24,6.8,6.92,62.3,41.6,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.451686155,50.859538039,33803170,UKK,UKK4,UKK43,124.6,4.6,253.1,5,6.2,6.3,82.1,37.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.735551164,51.829339304,35163256,UKK,UKK1,UKK13,35.8,5.7,131.6,1,5.4,5.52,89.1,49.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.825133558,50.559487087,33483142,UKK,UKK4,UKK43,92.7,7.1,227.9,1,4.3,4.45,93.7,65.2,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.007899778,56.579979565,35263792,UKM,UKM7,UKM71,74.1,6.3,190.2,1,3.6,3.91,44.7,69.2,Shrubland,Shrubland without tree cover,Semi-natural and natural areas not in use,No,2
United Kingdom,-0.00321975599991,52.75118064,36483340,UKF,UKF3,UKF30,96.9,2.4,254.5,32,7.1,7.45,15.46,24.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.796796994,50.898141024,34263166,UKK,UKK2,UKK23,69.6,4.4,155.1,0,5.1,5.23,93.0,37.0,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-0.916031272,51.36430514,35643196,UKJ,UKJ1,UKJ11,49.8,3.2,117.2,0,5.1,5.4,39.5,27.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-0.665052808,52.149513031,35943280,UKJ,UKJ1,UKJ12,34.7,2.3,242.0,0,6.1,6.24,28.8,18.2,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.649144533,55.16413329,35823622,UKC,UKC2,UKC21,18.0,2.3,93.6,0,4.5,4.79,32.7,26.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.644014551,55.037337385,35803608,UKC,UKC2,UKC22,17.9,3.4,78.9,0,4.8,5.13,46.8,40.7,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.932568816,55.046380568,35623612,UKC,UKC2,UKC21,82.4,4.4,726.6,3,6.7,6.85,88.5,41.2,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.800245804,55.459147969,35783656,UKC,UKC2,UKC21,30.3,4.5,449.3,1,5.1,5.26,83.8,41.0,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.59917274,52.097338507,35303284,UKG,UKG1,UKG13,66.2,3.3,665.5,166,7.1,7.42,24.9,27.3,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-5.188102205,56.376225234,33903796,UKM,UKM6,UKM63,25.8,4.3,121.7,0,4.1,4.17,81.3,36.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,0.0593980560001,51.288889592,36303178,UKJ,UKJ4,UKJ46,39.1,2.8,163.2,1,6.6,6.71,23.6,26.3,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),No,3
United Kingdom,-4.042117718,50.514636233,33323140,UKK,UKK4,UKK43,37.6,9.0,216.5,1,4.0,4.27,87.3,103.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-0.957292464,54.028446264,36063490,UKE,UKE2,UKE22,15.3,2.1,77.4,1,6.4,6.56,24.4,19.7,Cropland,Dry pulses,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-2.391124902,57.62509912,35843900,UKM,UKM5,UKM50,51.5,2.5,245.1,1,5.4,5.61,34.2,23.8,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-2.66740782,55.757233672,35303698,UKM,UKM9,UKM91,97.9,10.7,467.6,0,3.9,4.18,78.1,138.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.934404397,55.584252301,35103682,UKM,UKM9,UKM91,18.1,5.7,151.7,0,4.8,5.25,12.85,69.5,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-2.447512665,55.779105153,35443698,UKM,UKM9,UKM91,60.9,6.2,229.5,0,4.0,4.14,98.3,88.7,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.316262562,55.471341116,34843674,UKM,UKM9,UKM91,52.2,13.1,156.0,1,3.4,3.92,24.8,197.7,Grassland,Grassland without tree/shrub cover,Semi-natural and natural areas not in use,No,1
United Kingdom,-2.793970443,55.252285855,35123644,UKM,UKM9,UKM91,14.0,4.3,130.0,1,4.4,5.07,9.52,45.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.473030905,55.891831817,34223734,UKM,UKM8,UKM83,88.6,4.9,253.1,0,4.4,4.52,111.7,47.6,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.367107422,55.958835611,34303740,UKM,UKM8,UKM81,45.4,11.0,409.9,1,3.7,3.8,116.2,109.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-1.882639511,52.15987303,35123294,UKG,UKG1,UKG13,61.4,5.3,366.6,4,6.5,6.73,20.3,52.7,Grassland,Grassland with sparse tree/shrub cover,"Amenities, museum, leisure (e.g. parks, botanical gardens)",No,1
United Kingdom,-3.915027674,56.338446757,34663776,UKM,UKM7,UKM77,20.1,6.1,153.6,1,3.5,4.0,27.7,119.1,Woodland,Spruce dominated coniferous woodland,FORESTRY,No,1
United Kingdom,-0.469906401,52.94679132,36203366,UKF,UKF3,UKF30,25.7,3.2,519.0,134,7.1,7.47,28.3,22.9,Cropland,Rape and turnip rape,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,0.953685536,52.320999639,37063284,UKH,UKH1,UKH14,22.7,1.9,189.2,22,7.0,7.38,30.4,15.3,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-8.078450981,54.443034627,31623628,UKN,UKN1,UKN16,161.5,22.8,391.6,3,4.0,4.35,103.2,465.9,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-7.664188753,54.227094862,31823598,UKN,UKN1,UKN16,10.2,3.8,63.2,4,6.5,6.64,40.8,36.0,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-7.402757563,54.209613873,31983592,UKN,UKN1,UKN16,18.9,4.1,73.6,1,4.6,4.83,32.4,35.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.61744961,52.85571537,33443404,UKL,UKL1,UKL12,77.0,3.7,300.2,1,5.2,5.44,56.6,30.7,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.134673245,55.21687617,34903644,UKM,UKM9,UKM92,31.6,1.8,51.5,1,4.7,5.07,18.62,16.8,Woodland,Spruce dominated mixed woodland,Semi-natural and natural areas not in use,No,1
United Kingdom,-3.20242051,55.227962154,34863646,UKM,UKM9,UKM92,82.5,4.6,78.7,1,3.9,4.3,19.63,71.4,Woodland,Spruce dominated coniferous woodland,FORESTRY,No,1
United Kingdom,-3.6366437,54.998573639,34543626,UKM,UKM9,UKM92,27.1,5.5,75.4,1,3.7,4.1,18.88,78.0,Woodland,Other mixed woodland,FORESTRY,No,4
United Kingdom,-3.867825615,50.317012414,33403116,UKK,UKK4,UKK43,26.8,4.2,252.0,0,4.5,4.72,77.0,35.2,Shrubland,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens),No,3
United Kingdom,-3.446145696,55.001119591,34663624,UKM,UKM9,UKM92,41.6,5.9,228.0,1,3.1,3.95,34.5,120.9,Woodland,Spruce dominated mixed woodland,FORESTRY,No,1
United Kingdom,-2.47944788,53.31751208,34943428,UKD,UKD6,UKD62,24.0,2.6,106.8,1,4.5,4.75,57.4,29.0,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.857878847,56.362949354,34703778,UKM,UKM7,UKM77,38.7,4.5,143.8,0,4.6,4.87,40.0,48.3,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-3.451088023,56.333382171,34943770,UKM,UKM7,UKM77,21.1,2.4,96.0,0,5.1,5.27,35.8,21.3,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.400621923,56.485856623,34403798,UKM,UKM7,UKM77,13.1,4.4,147.8,0,4.4,4.64,64.1,48.9,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.330261739,56.475457494,34443796,UKM,UKM7,UKM77,27.0,5.8,150.3,0,3.8,4.09,46.8,60.8,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-3.686192395,56.344922453,34803774,UKM,UKM7,UKM77,70.2,2.7,294.6,1,5.2,5.4,32.1,25.7,Cropland,Barley,Agriculture (excluding fallow land and kitchen gardens),No,2
United Kingdom,-3.515292341,56.235271912,34883760,UKM,UKM7,UKM77,22.8,11.4,190.6,1,4.5,4.69,81.7,130.1,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-4.380613171,56.43319055,34403792,UKM,UKM7,UKM77,12.1,1.5,35.6,1,4.4,4.82,7.76,20.4,Woodland,Spruce dominated coniferous woodland,FORESTRY,No,1
United Kingdom,-4.084893065,57.417587396,34803896,UKM,UKM6,UKM62,89.6,14.7,185.1,0,3.3,4.13,57.6,441.5,Woodland,Pine dominated coniferous woodland,FORESTRY,No,1
United Kingdom,-4.188818293,54.845123188,34163616,UKM,UKM9,UKM92,43.1,7.3,130.1,2,5.5,5.74,18.77,71.0,Grassland,Grassland with sparse tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,4
United Kingdom,-5.202017222,56.576368231,33943818,UKM,UKM6,UKM63,8.1,1.3,15.7,1,4.5,4.85,11.84,15.0,Woodland,Other coniferous woodland,FORESTRY,No,2
United Kingdom,-4.302717319,50.518651247,33143144,UKK,UKK3,UKK30,66.9,7.5,180.3,1,4.6,4.73,128.1,82.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
United Kingdom,-5.093587013,50.288016247,32543130,UKK,UKK3,UKK30,57.8,4.5,259.4,0,4.4,4.55,96.5,42.4,Grassland,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),No,1
