Country,LONG,LAT,Point_ID,PTotal
Sweden,23.809859999839148,66.16621999985318,49444846,844.48
Finland,24.377090000103465,67.17191000034632,49444960,1559.8
Finland,24.663880000062026,67.64779999997006,49445014,862.55
Hungary,18.04554000027082,45.79448000025184,49462554,609.15
Hungary,18.069649999647822,45.95543999995607,49462572,805.26
Hungary,18.123620000063,46.31332000021792,49462612,678.13
Slovakia,18.405159999834154,48.08305000005748,49462810,685.63
Poland,19.180880000012053,52.2563499996528,49463278,609.95
Poland,19.351020000372785,53.05753000030933,49463368,669.68
Finland,21.637399999910144,61.1739999999001,49464282,533.26
Finland,21.73523000036425,61.43979000000854,49464312,921.4
Finland,21.814819999643305,61.6524400002059,49464336,134.42
Finland,21.902519999698256,61.88270999996661,49464362,948.24
Finland,22.06124999998758,62.29007999999209,49464408,270.49
Finland,22.124589999928617,62.44906999968077,49464426,950.17
Finland,22.386270000260367,63.0867899995589,49464498,444.18
Finland,23.99788999962385,66.42739999961037,49464876,546.68
Italy,17.365639999586335,40.42607000013044,49481956,377.71
Italy,17.380309999806684,40.55211999973824,49481970,386.33
Hungary,18.0899100004462,45.9177399998012,49482568,960.27
Poland,18.7501900001684,49.90160000023985,49483014,353.21
Poland,18.75661000035126,49.93805000030733,49483018,501.34
Poland,19.05730999965681,51.5059699998157,49483194,179.33
Poland,19.06442999974473,51.54159999984017,49483198,374.45
Poland,19.254740000350807,52.46774999976276,49483302,294.71
Finland,21.648110000076485,61.100190000068494,49484274,2063.89
Finland,21.70658999982868,61.25970000035477,49484292,1007.95
Finland,21.778600000289828,61.45452999985969,49484314,722.19
Finland,22.212780000096984,62.57028999958385,49484440,328.0
Finland,22.462480000151917,63.17207000043021,49484508,1039.66
Finland,24.865269999910595,67.81630999980672,49485034,148.5
Italy,17.386879999712278,40.4063299999296,49501954,388.38
Hungary,18.10480999958185,45.84419000026833,49502560,410.37
Hungary,18.252869999750715,46.81014999962287,49502668,789.56
Hungary,18.30382000029283,47.13194999979271,49502704,826.65
Hungary,18.344010000161404,47.382180000007054,49502732,595.24
Slovakia,18.44361999996306,47.98964999974777,49502800,1084.21
Poland,19.01528000037177,51.147360000064,49503154,192.34
Poland,19.04685000022738,51.30776000002402,49503172,776.41
Poland,19.078779999597373,51.468099999915125,49503190,297.18
Poland,19.111010000211365,51.62845000026738,49503208,262.07
Poland,19.176329999729774,51.94906000041874,49503244,393.6
Poland,19.18730999975673,52.00249999977524,49503250,706.55
Finland,21.51993000026937,60.63615999968431,49504222,183.46
Finland,21.72353000040925,61.203519999648336,49504286,1209.34
Finland,22.39005999966929,62.90376999968578,49504478,716.83
Sweden,23.768749999812712,65.83777299982415,49504810,1009.21
Slovakia,18.46728000017191,47.969730000239394,49522798,555.69
Slovakia,18.582469999890638,48.648299999845165,49522874,476.15
Czech Republic,18.733919999908096,49.50484999982768,49522970,229.11
Poland,19.036550000082517,51.109519999748215,49523150,530.39
Poland,19.1002500004372,51.43025000003752,49523186,919.06
Poland,19.245799999970075,52.14269000034329,49523266,327.03
Poland,19.264410000221403,52.23171999967832,49523276,180.37
Poland,19.27980999993161,52.303090000303314,49523284,532.68
Poland,19.313180000057,52.46318000035677,49523302,208.07
Poland,19.35494999994262,52.65899999965029,49523324,573.37
Poland,19.435959999954093,53.032789999758734,49523366,227.43
Finland,21.573990000338316,60.686700000204894,49524228,466.69
Finland,21.605589999778715,60.77526999991062,49524238,456.84
Finland,21.73404000034577,61.12966999977073,49524278,1255.42
Finland,21.872400000159928,61.5017199996783,49524320,914.2
Finland,22.05591000014641,61.97983999961633,49524374,597.18
Finland,22.210239999876137,62.3693200002179,49524418,985.54
Finland,22.224580000166952,62.40452999975975,49524422,846.22
Finland,22.376400000159947,62.77640999992161,49524464,702.82
Finland,22.555410000371296,63.20110000006503,49524512,1905.63
Finland,22.71667999998209,63.57263000027433,49524554,305.83
Finland,22.83502999973473,63.83789000022341,49524584,365.52
Finland,24.379639999886138,66.85725000028737,49524926,330.83
Hungary,18.417060000019035,47.503139999611335,49542746,511.11
Czech Republic,18.76784000021587,49.53842999974472,49542974,407.58
Poland,18.79713999971125,49.698989999888624,49542992,715.11
Poland,19.438279999922088,52.90586000003901,49543352,249.92
Poland,19.653749999762734,53.86667000022038,49543460,370.97
Finland,21.69414999992261,60.91423999997608,49544254,965.34
Finland,21.86267000022036,61.37468000028184,49544306,1322.1
